KEGG_ORG	KEGG_GENE	KEGG_EC	KEGG_UNIPROT
csh	csh:Closa_1320	ec:2.7.7.7	D9R8U8
csh	csh:Closa_1321	ec:3.4.16.4	D9R8U9
csh	csh:Closa_2618	ec:4.1.1.20	D9R5K0
csh	csh:Closa_2626	ec:4.2.1.1	D9R5K8
csh	csh:Closa_2627	ec:1.8.4.11	D9R5K9
csh	csh:Closa_2627	ec:1.8.4.12	D9R5K9
csh	csh:Closa_2629	ec:3.2.2.21	D9R5L1
csh	csh:Closa_2631	ec:3.5.4.13	D9R5L3
csh	csh:Closa_2633	ec:5.1.1.13	D9R5L5
csh	csh:Closa_2681	ec:1.20.4.4	D9R5Q7
csh	csh:Closa_2682	ec:7.3.2.7	D9R5Q8
csh	csh:Closa_1427	ec:3.5.1.28	D9R953
csh	csh:Closa_1434	ec:3.2.1.40	D9R959
csh	csh:Closa_1450	ec:2.4.1.208	D9R9J9
csh	csh:Closa_1452	ec:2.4.1.337	D9R9K1
csh	csh:Closa_1524	ec:1.8.1.9	D9R9S2
csh	csh:Closa_1526	ec:2.1.2.10	D9R9S3
csh	csh:Closa_1528	ec:1.4.4.2	D9R9S5
csh	csh:Closa_1529	ec:1.4.4.2	D9R9S6
csh	csh:Closa_1530	ec:6.3.1.20	D9R9S7
csh	csh:Closa_1531	ec:1.8.1.4	D9R9S8
csh	csh:Closa_1556	ec:6.3.2.12	D9R9V3
csh	csh:Closa_1556	ec:6.3.2.17	D9R9V3
csh	csh:Closa_1560	ec:2.7.11.1	D9R9V7
csh	csh:Closa_1654	ec:4.1.2.14	D9RAH2
csh	csh:Closa_1654	ec:4.1.3.42	D9RAH2
csh	csh:Closa_1655	ec:2.7.1.45	D9RAH3
csh	csh:Closa_1656	ec:2.7.1.45	D9RAH4
csh	csh:Closa_1662	ec:2.5.1.19	D9RAI0
csh	csh:Closa_1663	ec:1.3.1.12	D9RAI1
csh	csh:Closa_1664	ec:2.5.1.54	D9RAI2
csh	csh:Closa_1666	ec:2.7.13.3	D9RAI4
csh	csh:Closa_1681	ec:2.4.2.3	D9RAJ9
csh	csh:Closa_1682	ec:2.4.2.1	D9RAK0
csh	csh:Closa_1683	ec:3.5.4.5	D9RAK1
csh	csh:Closa_1685	ec:6.1.1.4	D9RAK3
csh	csh:Closa_1694	ec:3.4.11.19	D9QZ39
csh	csh:Closa_1696	ec:4.2.1.24	D9QZ41
csh	csh:Closa_1697	ec:3.1.3.97	D9QZ42
csh	csh:Closa_1699	ec:1.2.7.1	D9QZ44
csh	csh:Closa_1856	ec:2.5.1.31	D9QZY8
csh	csh:Closa_1857	ec:2.7.7.41	D9QZY9
csh	csh:Closa_1858	ec:1.1.1.267	D9QZZ0
csh	csh:Closa_1861	ec:2.7.7.7	D9QZZ3
csh	csh:Closa_1864	ec:2.3.1.8	D9QZZ6
csh	csh:Closa_1868	ec:3.6.1.7	D9QZZ9
csh	csh:Closa_1870	ec:5.6.2.2	D9R001
csh	csh:Closa_1871	ec:5.6.2.2	D9R002
csh	csh:Closa_1872	ec:1.2.1.11	D9R003
csh	csh:Closa_1873	ec:5.1.3.3	D9R004
csh	csh:Closa_1875	ec:5.6.2.1	D9R006
csh	csh:Closa_1878	ec:2.4.2.9	D9R009
csh	csh:Closa_2552	ec:4.1.99.14	D9R513
csh	csh:Closa_2554	ec:2.7.1.165	D9R515
csh	csh:Closa_2558	ec:3.4.21.53	D9R519
csh	csh:Closa_2560	ec:4.2.1.20	D9R521
csh	csh:Closa_2562	ec:2.7.1.194	D9R523
csh	csh:Closa_1261	ec:2.6.1.1	D9R8B2
csh	csh:Closa_1262	ec:2.6.1.9	D9R8B3
csh	csh:Closa_1271	ec:3.6.3.3	D9R8C2
csh	csh:Closa_1271	ec:7.2.2.12	D9R8C2
csh	csh:Closa_1272	ec:6.3.1.2	D9R8C3
csh	csh:Closa_1274	ec:5.1.1.7	D9R8C5
csh	csh:Closa_1275	ec:2.6.1.83	D9R8C6
csh	csh:Closa_1277	ec:3.5.1.28	D9R8C8
csh	csh:Closa_1281	ec:6.3.5.5	D9R8D2
csh	csh:Closa_1282	ec:6.3.5.5	D9R8D3
csh	csh:Closa_1351	ec:6.3.5.4	D9R8X9
csh	csh:Closa_1355	ec:2.7.1.17	D9R8Y3
csh	csh:Closa_1459	ec:2.7.1.17	D9R9K8
csh	csh:Closa_1465	ec:5.1.3.41	D9R9L4
csh	csh:Closa_1473	ec:5.1.3.41	D9R9M2
csh	csh:Closa_1484	ec:2.2.1.2	D9R9N2
csh	csh:Closa_1489	ec:1.3.1.31	D9R9N7
csh	csh:Closa_1496	ec:4.3.1.7	D9R9P4
csh	csh:Closa_1497	ec:4.3.1.7	D9R9P5
csh	csh:Closa_1502	ec:2.5.1.17	D9R9Q0
csh	csh:Closa_1568	ec:2.4.1.129	D9RA87
csh	csh:Closa_1568	ec:3.4.16.4	D9RA87
csh	csh:Closa_1573	ec:4.3.3.7	D9RA92
csh	csh:Closa_1574	ec:1.17.1.8	D9RA93
csh	csh:Closa_1577	ec:6.3.2.6	D9RA96
csh	csh:Closa_1578	ec:2.4.2.14	D9RA97
csh	csh:Closa_1579	ec:4.3.2.2	D9RA98
csh	csh:Closa_1581	ec:6.3.4.4	D9RAA0
csh	csh:Closa_1587	ec:5.1.1.1	D9RAA6
csh	csh:Closa_1598	ec:4.1.1.23	D9RAB7
csh	csh:Closa_1601	ec:2.4.2.10	D9RAC0
csh	csh:Closa_1607	ec:5.4.99.18	D9RAC6
csh	csh:Closa_1708	ec:2.5.1.49	D9QZ53
csh	csh:Closa_1715	ec:2.7.13.3	D9QZ60
csh	csh:Closa_1727	ec:3.6.4.12	D9QZ72
csh	csh:Closa_2527	ec:2.7.13.3	D9R4Y9
csh	csh:Closa_2409	ec:2.7.1.156	D9R4B1
csh	csh:Closa_2409	ec:2.7.7.62	D9R4B1
csh	csh:Closa_2410	ec:2.4.2.21	D9R4B2
csh	csh:Closa_2411	ec:6.3.5.9	D9R4B3
csh	csh:Closa_2411	ec:6.3.5.11	D9R4B3
csh	csh:Closa_2414	ec:2.1.1.131	D9R4B4
csh	csh:Closa_2415	ec:3.7.1.12	D9R4B5
csh	csh:Closa_2416	ec:2.1.1.133	D9R4B6
csh	csh:Closa_2416	ec:2.1.1.271	D9R4B6
csh	csh:Closa_2417	ec:2.1.1.130	D9R4B7
csh	csh:Closa_2417	ec:2.1.1.151	D9R4B7
csh	csh:Closa_2418	ec:2.1.1.195	D9R4B8
csh	csh:Closa_2454	ec:1.5.1.20	D9R4F3
csh	csh:Closa_2459	ec:2.5.1.7	D9R4F8
csh	csh:Closa_2461	ec:6.3.2.9	D9R4G0
csh	csh:Closa_2462	ec:2.7.8.13	D9R4G1
csh	csh:Closa_2466	ec:2.1.1.199	D9R4G5
csh	csh:Closa_2473	ec:2.7.13.3	D9R4H2
csh	csh:Closa_2476	ec:2.5.1.145	D9R4H5
csh	csh:Closa_2484	ec:1.4.1.13	D9R4U6
csh	csh:Closa_2507	ec:3.6.1.23	D9R4W9
csh	csh:Closa_2513	ec:3.4.16.4	D9R4X5
csh	csh:Closa_2519	ec:2.7.2.2	D9R4Y1
csh	csh:Closa_1799	ec:4.4.1.13	D9QZD1
csh	csh:Closa_1805	ec:5.4.2.7	D9QZD7
csh	csh:Closa_1807	ec:2.7.1.199	D9QZD9
csh	csh:Closa_1807	ec:2.7.1.208	D9QZD9
csh	csh:Closa_1808	ec:4.3.2.2	D9QZE0
csh	csh:Closa_1809	ec:3.2.1.122	D9QZE1
csh	csh:Closa_1810	ec:3.5.1.25	D9QZE2
csh	csh:Closa_1815	ec:2.7.1.100	D9QZE7
csh	csh:Closa_1816	ec:5.3.1.23	D9QZE8
csh	csh:Closa_1819	ec:1.2.1.87	D9QZF1
csh	csh:Closa_2586	ec:2.7.1.71	D9R545
csh	csh:Closa_1289	ec:4.1.1.37	D9R8E0
csh	csh:Closa_1295	ec:4.6.1.12	D9R8E6
csh	csh:Closa_1296	ec:6.1.1.16	D9R8E7
csh	csh:Closa_1298	ec:2.1.1.185	D9R8E9
csh	csh:Closa_1306	ec:1.1.1.27	D9R8T4
csh	csh:Closa_2439	ec:2.7.1.202	D9R4D8
csh	csh:Closa_2440	ec:2.7.1.56	D9R4D9
csh	csh:Closa_2444	ec:2.1.1.79	D9R4E3
csh	csh:Closa_2089	ec:2.7.13.3	D9R1C1
csh	csh:Closa_2180	ec:2.1.2.3	D9R2A8
csh	csh:Closa_2180	ec:3.5.4.10	D9R2A8
csh	csh:Closa_2185	ec:2.1.3.2	D9R2B3
csh	csh:Closa_2187	ec:2.7.1.48	D9R2B5
csh	csh:Closa_2449	ec:4.2.1.11	D9R4E8
csh	csh:Closa_2189	ec:2.1.1.217	D9R2B7
csh	csh:Closa_2191	ec:2.7.7.101	D9R2B9
csh	csh:Closa_2192	ec:3.1.5.1	D9R2C0
csh	csh:Closa_2198	ec:3.1.3.18	D9R2C6
csh	csh:Closa_2199	ec:4.1.1.49	D9R2C7
csh	csh:Closa_2201	ec:3.5.1.28	D9R2C9
csh	csh:Closa_2451	ec:6.1.1.2	D9R4F0
csh	csh:Closa_2277	ec:2.7.13.3	D9R3A5
csh	csh:Closa_2452	ec:2.1.1.13	D9R4F1
csh	csh:Closa_2288	ec:2.7.7.7	D9R3B5
csh	csh:Closa_2299	ec:6.1.1.3	D9R3C5
csh	csh:Closa_2301	ec:2.6.1.42	D9R3C7
csh	csh:Closa_2309	ec:1.2.5.3	D9R3D5
csh	csh:Closa_2363	ec:3.4.21.53	D9R466
csh	csh:Closa_2365	ec:3.4.21.92	D9R468
csh	csh:Closa_2373	ec:7.5.2.11	D9R475
csh	csh:Closa_2377	ec:2.7.13.3	D9R479
csh	csh:Closa_2379	ec:5.4.99.61	D9R481
csh	csh:Closa_2379	ec:5.4.99.60	D9R481
csh	csh:Closa_2380	ec:6.3.5.10	D9R482
csh	csh:Closa_2382	ec:6.3.1.10	D9R484
csh	csh:Closa_2384	ec:2.7.8.26	D9R486
csh	csh:Closa_2390	ec:2.7.13.3	D9R492
csh	csh:Closa_2396	ec:4.1.99.19	D9R498
csh	csh:Closa_2402	ec:3.2.1.51	D9R4A4
csh	csh:Closa_2428	ec:3.4.16.4	D9R4C8
csh	csh:Closa_2437	ec:3.1.3.18	D9R4D7
csh	csh:Closa_1198	ec:3.4.17.14	D9R853
csh	csh:Closa_3423	ec:2.7.13.3	D9R9X7
csh	csh:Closa_3425	ec:2.1.1.80	D9R9X9
csh	csh:Closa_3426	ec:3.1.1.61	D9R9Y0
csh	csh:Closa_3426	ec:3.5.1.44	D9R9Y0
csh	csh:Closa_3443	ec:3.5.1.44	D9R9Z7
csh	csh:Closa_3466	ec:7.4.2.8	D9RA20
csh	csh:Closa_3567	ec:7.3.2.7	D9RAP4
csh	csh:Closa_3581	ec:4.1.2.17	D9RAQ8
csh	csh:Closa_3582	ec:5.3.1.23	D9RAQ9
csh	csh:Closa_3032	ec:5.3.1.15	D9R7R1
csh	csh:Closa_3033	ec:4.1.2.13	D9R7R2
csh	csh:Closa_3038	ec:7.2.2.10	D9R7R7
csh	csh:Closa_3039	ec:2.7.7.8	D9R7R8
csh	csh:Closa_3042	ec:3.5.4.2	D9R7S1
csh	csh:Closa_3098	ec:2.1.1.72	D9R7X7
csh	csh:Closa_3106	ec:3.4.23.43	D9R7Y5
csh	csh:Closa_3109	ec:7.4.2.8	D9R7Y8
csh	csh:Closa_3142	ec:7.4.2.8	D9R820
csh	csh:Closa_3633	ec:2.7.1.196	D9RAV9
csh	csh:Closa_3633	ec:2.7.1.205	D9RAV9
csh	csh:Closa_3643	ec:2.7.1.218	D9RAW9
csh	csh:Closa_3653	ec:1.1.1.95	D9RAX8
csh	csh:Closa_3653	ec:1.1.1.399	D9RAX8
csh	csh:Closa_3654	ec:2.6.1.52	D9RAX9
csh	csh:Closa_3655	ec:2.2.1.6	D9RAY0
csh	csh:Closa_3656	ec:4.2.1.9	D9RAY1
csh	csh:Closa_3657	ec:1.1.1.85	D9RAY2
csh	csh:Closa_3662	ec:4.2.99.18	D9RAY7
csh	csh:Closa_2788	ec:3.4.21.53	D9R6C0
csh	csh:Closa_2802	ec:7.4.2.8	D9R6D4
csh	csh:Closa_2839	ec:7.4.2.8	D9R6H0
csh	csh:Closa_2843	ec:3.4.23.43	D9R6H4
csh	csh:Closa_3182	ec:2.5.1.78	D9R8I3
csh	csh:Closa_3184	ec:2.5.1.9	D9R8I5
csh	csh:Closa_3185	ec:3.5.4.26	D9R8I6
csh	csh:Closa_3185	ec:1.1.1.193	D9R8I6
csh	csh:Closa_3190	ec:7.6.2.9	D9R8J1
csh	csh:Closa_3201	ec:1.11.1.9	D9R8K2
csh	csh:Closa_3204	ec:2.7.1.6	D9R8K5
csh	csh:Closa_2849	ec:2.1.1.72	D9R6I0
csh	csh:Closa_3219	ec:5.2.1.8	D9R8M0
csh	csh:Closa_3225	ec:2.4.1.21	D9R8M6
csh	csh:Closa_3227	ec:3.4.21.116	D9R8M8
csh	csh:Closa_3234	ec:2.7.1.23	D9R8N4
csh	csh:Closa_3235	ec:2.1.1.226	D9R8N5
csh	csh:Closa_3235	ec:2.1.1.227	D9R8N5
csh	csh:Closa_3236	ec:2.2.1.7	D9R8N6
csh	csh:Closa_3237	ec:2.5.1.1	D9R8N7
csh	csh:Closa_3237	ec:2.5.1.10	D9R8N7
csh	csh:Closa_3237	ec:2.5.1.29	D9R8N7
csh	csh:Closa_3238	ec:3.1.11.6	D9R8N8
csh	csh:Closa_3239	ec:3.1.11.6	D9R8N9
csh	csh:Closa_3242	ec:1.4.1.21	D9R8P2
csh	csh:Closa_3256	ec:1.11.1.15	D9R8Q6
csh	csh:Closa_3260	ec:2.1.1.177	D9R8R0
csh	csh:Closa_3281	ec:2.7.1.15	D9R8T1
csh	csh:Closa_2713	ec:6.1.1.3	D9R5T5
csh	csh:Closa_3315	ec:6.5.1.2	D9R993
csh	csh:Closa_3268	ec:1.5.1.5	D9R8R8
csh	csh:Closa_3268	ec:3.5.4.9	D9R8R8
csh	csh:Closa_3271	ec:2.7.1.15	D9R8S1
csh	csh:Closa_3273	ec:3.5.1.18	D9R8S3
csh	csh:Closa_3275	ec:3.5.1.16	D9R8S5
csh	csh:Closa_3276	ec:3.2.2.8	D9R8S6
csh	csh:Closa_3283	ec:2.6.1.11	D9R961
csh	csh:Closa_3283	ec:2.6.1.17	D9R961
csh	csh:Closa_3284	ec:2.7.2.8	D9R962
csh	csh:Closa_3285	ec:2.3.1.35	D9R963
csh	csh:Closa_3285	ec:2.3.1.1	D9R963
csh	csh:Closa_3288	ec:1.2.1.38	D9R966
csh	csh:Closa_3289	ec:6.3.4.5	D9R967
csh	csh:Closa_3292	ec:3.5.1.28	D9R970
csh	csh:Closa_3293	ec:2.8.1.13	D9R971
csh	csh:Closa_3295	ec:2.8.1.7	D9R973
csh	csh:Closa_2721	ec:3.5.1.88	D9R5U3
csh	csh:Closa_2732	ec:2.5.1.6	D9R5U9
csh	csh:Closa_3335	ec:2.7.13.3	D9R9B3
csh	csh:Closa_3348	ec:1.1.1.42	D9R9C5
csh	csh:Closa_3353	ec:6.3.5.6	D9R9C9
csh	csh:Closa_3353	ec:6.3.5.7	D9R9C9
csh	csh:Closa_3354	ec:6.3.5.6	D9R9D0
csh	csh:Closa_3354	ec:6.3.5.7	D9R9D0
csh	csh:Closa_3355	ec:6.3.5.6	D9R9D1
csh	csh:Closa_3355	ec:6.3.5.7	D9R9D1
csh	csh:Closa_3360	ec:3.2.1.93	D9R9D6
csh	csh:Closa_3361	ec:2.7.1.201	D9R9D7
csh	csh:Closa_3364	ec:6.1.1.1	D9R9E0
csh	csh:Closa_3365	ec:4.3.3.6	D9R9E1
csh	csh:Closa_3366	ec:4.3.3.6	D9R9E2
csh	csh:Closa_3367	ec:3.2.1.122	D9R9E3
csh	csh:Closa_3368	ec:2.7.1.199	D9R9E4
csh	csh:Closa_3368	ec:2.7.1.208	D9R9E4
csh	csh:Closa_3371	ec:2.5.1.54	D9R9E7
csh	csh:Closa_3372	ec:3.6.1.27	D9R9E8
csh	csh:Closa_3373	ec:3.2.2.27	D9R9E9
csh	csh:Closa_3374	ec:4.3.2.10	D9R9F0
csh	csh:Closa_3375	ec:4.3.2.10	D9R9F1
csh	csh:Closa_3379	ec:2.1.1.191	D9R9F5
csh	csh:Closa_3384	ec:3.5.1.104	D9R9G0
csh	csh:Closa_3385	ec:3.1.3.97	D9R9G1
csh	csh:Closa_3403	ec:3.5.4.2	D9R9H9
csh	csh:Closa_3404	ec:2.4.2.1	D9R9I0
csh	csh:Closa_3409	ec:2.1.1.63	D9R9I5
csh	csh:Closa_3316	ec:5.4.99.21	D9R994
csh	csh:Closa_3322	ec:3.2.2.21	D9R9A0
csh	csh:Closa_3323	ec:2.1.1.63	D9R9A1
csh	csh:Closa_3326	ec:4.2.1.9	D9R9A4
csh	csh:Closa_2860	ec:3.4.11.9	D9R6J0
csh	csh:Closa_2861	ec:1.8.1.4	D9R6J1
csh	csh:Closa_2874	ec:2.7.1.4	D9R6K4
csh	csh:Closa_2875	ec:5.3.1.8	D9R6K5
csh	csh:Closa_2878	ec:1.1.1.69	D9R6K8
csh	csh:Closa_2892	ec:3.1.4.16	D9R6M0
csh	csh:Closa_2892	ec:3.1.3.6	D9R6M0
csh	csh:Closa_2894	ec:2.4.1.1	D9R700
csh	csh:Closa_2895	ec:6.1.1.5	D9R701
csh	csh:Closa_2896	ec:6.3.4.21	D9R702
csh	csh:Closa_2917	ec:2.5.1.101	D9R721
csh	csh:Closa_2920	ec:3.4.11.4	D9R724
csh	csh:Closa_2921	ec:2.5.1.47	D9R725
csh	csh:Closa_2923	ec:4.4.1.13	D9R727
csh	csh:Closa_2927	ec:2.5.1.49	D9R731
csh	csh:Closa_2928	ec:1.15.1.1	D9R732
csh	csh:Closa_3475	ec:5.3.1.28	D9RA29
csh	csh:Closa_3476	ec:2.7.1.168	D9RA30
csh	csh:Closa_3477	ec:5.1.3.13	D9RA31
csh	csh:Closa_3479	ec:3.1.3.82	D9RA33
csh	csh:Closa_3479	ec:3.1.3.83	D9RA33
csh	csh:Closa_3486	ec:5.3.1.17	D9RA40
csh	csh:Closa_3495	ec:3.6.4.12	D9RA49
csh	csh:Closa_2933	ec:1.4.1.13	D9R737
csh	csh:Closa_2934	ec:1.18.1.2	D9R738
csh	csh:Closa_2934	ec:1.19.1.1	D9R738
csh	csh:Closa_2935	ec:1.5.1.3	D9R739
csh	csh:Closa_2939	ec:3.6.4.12	D9R743
csh	csh:Closa_2942	ec:2.7.13.3	D9R746
csh	csh:Closa_2953	ec:6.3.5.2	D9R755
csh	csh:Closa_2960	ec:3.5.1.81	D9R762
csh	csh:Closa_2962	ec:3.2.1.25	D9R764
csh	csh:Closa_2971	ec:6.3.4.2	D9R773
csh	csh:Closa_3538	ec:7.4.2.8	D9RAL6
csh	csh:Closa_3542	ec:3.4.23.43	D9RAM0
csh	csh:Closa_3545	ec:2.1.1.37	D9RAM2
csh	csh:Closa_3553	ec:7.4.2.8	D9RAN0
csh	csh:Closa_2978	ec:2.7.1.26	D9R780
csh	csh:Closa_2978	ec:2.7.7.2	D9R780
csh	csh:Closa_2979	ec:5.4.99.25	D9R781
csh	csh:Closa_2990	ec:5.4.2.2	D9R792
csh	csh:Closa_3015	ec:5.3.1.9	D9R7B6
csh	csh:Closa_3016	ec:5.3.1.9	D9R7B7
csh	csh:Closa_3049	ec:1.1.1.169	D9R7S8
csh	csh:Closa_3053	ec:4.4.1.37	D9R7T2
csh	csh:Closa_3054	ec:4.99.1.12	D9R7T3
csh	csh:Closa_3055	ec:2.5.1.143	D9R7T4
csh	csh:Closa_3063	ec:2.7.7.7	D9R7U2
csh	csh:Closa_3071	ec:4.2.1.8	D9R7V0
csh	csh:Closa_3075	ec:1.97.1.4	D9R7V4
csh	csh:Closa_3079	ec:5.4.3.8	D9R7V8
csh	csh:Closa_3080	ec:2.1.1.107	D9R7V9
csh	csh:Closa_3080	ec:4.2.1.75	D9R7V9
csh	csh:Closa_3081	ec:2.5.1.61	D9R7W0
csh	csh:Closa_3083	ec:1.2.1.70	D9R7W2
csh	csh:Closa_3085	ec:2.7.1.30	D9R7W4
csh	csh:Closa_3998	ec:7.1.2.2	D9R1I6
csh	csh:Closa_3998	ec:7.2.2.1	D9R1I6
csh	csh:Closa_4136	ec:3.5.2.3	D9R2L8
csh	csh:Closa_4164	ec:7.1.2.2	D9R2P2
csh	csh:Closa_4164	ec:7.2.2.1	D9R2P2
csh	csh:Closa_4166	ec:7.1.2.2	D9R2P4
csh	csh:Closa_4166	ec:7.2.2.1	D9R2P4
csh	csh:Closa_4185	ec:2.1.1.33	D9R2R3
csh	csh:Closa_4198	ec:7.1.2.2	D9R3H9
csh	csh:Closa_4198	ec:7.2.2.1	D9R3H9
csh	csh:Closa_4204	ec:7.2.2.7	D9R3I5
csh	csh:Closa_4207	ec:3.2.1.86	D9R3I8
csh	csh:Closa_4030	ec:4.1.2.4	D9R1L8
csh	csh:Closa_4210	ec:3.2.1.22	D9R3J1
csh	csh:Closa_4214	ec:2.7.13.3	D9R3J5
csh	csh:Closa_4225	ec:2.3.3.1	D9R3K5
csh	csh:Closa_4229	ec:2.7.13.3	D9R3K9
csh	csh:Closa_4250	ec:1.6.99.3	D9R3N0
csh	csh:Closa_4251	ec:2.5.1.30	D9R3N1
csh	csh:Closa_4253	ec:2.7.1.180	D9R3N3
csh	csh:Closa_4255	ec:2.5.1.39	D9R3N5
csh	csh:Closa_4256	ec:2.5.1.129	D9R3N6
csh	csh:Closa_3900	ec:2.1.1.72	D9R0I1
csh	csh:Closa_3909	ec:2.8.1.6	D9R0J0
csh	csh:Closa_3911	ec:2.7.7.65	D9R0J2
csh	csh:Closa_3917	ec:3.6.4.12	D9R0J8
csh	csh:Closa_3921	ec:3.6.4.13	D9R0K2
csh	csh:Closa_3961	ec:5.3.1.30	D9R1E9
csh	csh:Closa_3962	ec:1.1.1.18	D9R1F0
csh	csh:Closa_3962	ec:1.1.1.369	D9R1F0
csh	csh:Closa_3963	ec:4.2.1.44	D9R1F1
csh	csh:Closa_3964	ec:3.7.1.22	D9R1F2
csh	csh:Closa_3965	ec:2.7.1.92	D9R1F3
csh	csh:Closa_3966	ec:1.2.1.18	D9R1F4
csh	csh:Closa_3966	ec:1.2.1.27	D9R1F4
csh	csh:Closa_3967	ec:4.1.2.13	D9R1F5
csh	csh:Closa_3974	ec:2.7.1.56	D9R1G2
csh	csh:Closa_3975	ec:2.7.1.197	D9R1G3
csh	csh:Closa_3977	ec:2.7.1.197	D9R1G5
csh	csh:Closa_3978	ec:2.7.1.197	D9R1G6
csh	csh:Closa_3979	ec:2.5.1.6	D9R1G7
csh	csh:Closa_4054	ec:1.15.1.2	D9R1P0
csh	csh:Closa_4061	ec:2.4.2.8	D9R1P7
csh	csh:Closa_4062	ec:6.3.4.19	D9R1P8
csh	csh:Closa_4063	ec:3.1.3.16	D9R1P9
csh	csh:Closa_4075	ec:3.1.1.29	D9R2G0
csh	csh:Closa_4084	ec:2.4.2.22	D9R2G9
csh	csh:Closa_4087	ec:3.1.1.96	D9R2H2
csh	csh:Closa_4088	ec:3.1.4.46	D9R2H3
csh	csh:Closa_4099	ec:3.1.4.46	D9R2I3
csh	csh:Closa_4102	ec:1.1.5.3	D9R2I6
csh	csh:Closa_4104	ec:2.7.1.30	D9R2I8
csh	csh:Closa_4265	ec:7.2.2.7	D9R3P4
csh	csh:Closa_4270	ec:3.1.3.18	D9R3P8
csh	csh:Closa_4283	ec:1.4.1.4	D9R3Q8
csh	csh:Closa_4286	ec:3.6.1.22	D9R3R1
csh	csh:Closa_4287	ec:1.2.1.10	D9R3R2
csh	csh:Closa_4287	ec:1.1.1.1	D9R3R2
csh	csh:Closa_4288	ec:2.7.1.33	D9R3R3
csh	csh:Closa_4293	ec:2.1.1.170	D9R3R8
csh	csh:Closa_4299	ec:3.1.26.5	D9R3S4
csh	csh:Closa_3770	ec:2.1.1.191	D9QZR4
csh	csh:Closa_3775	ec:2.7.1.211	D9QZR9
csh	csh:Closa_3776	ec:4.2.1.126	D9QZS0
csh	csh:Closa_3805	ec:5.1.3.13	D9R092
csh	csh:Closa_3812	ec:4.1.99.1	D9R099
csh	csh:Closa_3825	ec:6.3.5.5	D9R0B2
csh	csh:Closa_3827	ec:4.4.1.15	D9R0B4
csh	csh:Closa_3832	ec:5.4.99.9	D9R0B9
csh	csh:Closa_3840	ec:2.3.3.13	D9R0C5
csh	csh:Closa_3856	ec:3.2.1.21	D9R0D8
csh	csh:Closa_3862	ec:1.11.1.15	D9R0E4
csh	csh:Closa_3882	ec:2.4.1.25	D9R0G3
csh	csh:Closa_3888	ec:2.4.1.18	D9R0G9
csh	csh:Closa_3890	ec:3.4.21.89	D9R0H1
csh	csh:Closa_3891	ec:1.1.1.31	D9R0H2
csh	csh:Closa_3892	ec:5.3.1.6	D9R0H3
csh	csh:Closa_3893	ec:4.2.3.5	D9R0H4
csh	csh:Closa_3894	ec:3.1.1.31	D9R0H5
csh	csh:Closa_3896	ec:7.6.2.11	D9R0H7
csh	csh:Closa_4105	ec:7.2.2.10	D9R2I9
csh	csh:Closa_4106	ec:3.5.4.2	D9R2J0
csh	csh:Closa_4109	ec:4.4.1.21	D9R2J3
csh	csh:Closa_4113	ec:7.2.2.6	D9R2J6
csh	csh:Closa_4115	ec:2.2.1.1	D9R2J8
csh	csh:Closa_4116	ec:2.2.1.1	D9R2J9
csh	csh:Closa_4118	ec:2.7.1.194	D9R2K1
csh	csh:Closa_4122	ec:3.1.11.2	D9R2K5
csh	csh:Closa_3931	ec:1.3.8.13	D9R0L2
csh	csh:Closa_3932	ec:4.2.1.149	D9R0L3
csh	csh:Closa_3933	ec:3.1.2.6	D9R1C4
csh	csh:Closa_3938	ec:6.2.1.48	D9R1C9
csh	csh:Closa_3942	ec:4.2.1.53	D9R1D2
csh	csh:Closa_3948	ec:3.6.4.13	D9R1D7
csh	csh:Closa_3987	ec:5.1.3.2	D9R1H5
csh	csh:Closa_3991	ec:2.5.1.7	D9R1H9
csh	csh:Closa_3996	ec:7.1.2.2	D9R1I4
csh	csh:Closa_3996	ec:7.2.2.1	D9R1I4
csh	csh:Closa_3688	ec:3.4.21.53	D9QZI2
csh	csh:Closa_3784	ec:2.7.7.6	D9QZS8
csh	csh:Closa_3785	ec:2.7.7.6	D9QZS9
csh	csh:Closa_3787	ec:1.15.1.1	D9QZT1
csh	csh:Closa_3796	ec:5.3.1.28	D9QZU0
csh	csh:Closa_3797	ec:3.1.3.82	D9QZU1
csh	csh:Closa_3797	ec:3.1.3.83	D9QZU1
csh	csh:Closa_3798	ec:2.7.1.168	D9QZU2
csh	csh:Closa_3843	ec:5.4.2.10	D9R0C8
csh	csh:Closa_3845	ec:3.4.22.71	D9R0D0
csh	csh:Closa_3847	ec:4.2.3.3	D9R0D2
csh	csh:Closa_3583	ec:2.7.1.100	D9RAR0
csh	csh:Closa_3588	ec:2.7.8.5	D9RAR5
csh	csh:Closa_3590	ec:3.1.3.5	D9RAR7
csh	csh:Closa_3590	ec:3.6.1.45	D9RAR7
csh	csh:Closa_3720	ec:7.4.2.8	D9QZL4
csh	csh:Closa_3591	ec:6.1.1.12	D9RAR8
csh	csh:Closa_3592	ec:6.1.1.21	D9RAR9
csh	csh:Closa_3595	ec:2.7.6.5	D9RAS2
csh	csh:Closa_3596	ec:3.5.4.4	D9RAS3
csh	csh:Closa_3597	ec:3.2.1.52	D9RAS4
csh	csh:Closa_3601	ec:3.2.1.86	D9RAS8
csh	csh:Closa_3607	ec:4.2.1.126	D9RAT4
csh	csh:Closa_3611	ec:2.4.2.7	D9RAT7
