Batch	Plate	Well	No	Extraction	Species_name	Incubated	Drug	Concentration	Replicate	Drug_measured	Intensity	IntensityNorm	Standard	StandardIntensity
Batch 3	Plate 2	G04	18	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	30	4	Duloxetine	52464.18738	0.023663460543223866	Sulfamethazine_IS	2217097
Batch 3	Plate 2	G05	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	1	Duloxetine	126969.9525	0.051218668540019316	Sulfamethazine_IS	2478978
Batch 3	Plate 2	G06	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	2	Duloxetine	245342.4842	0.1302325435802705	Sulfamethazine_IS	1883880
Batch 3	Plate 2	G07	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	3	Duloxetine	123082.4419	0.047236769764461756	Sulfamethazine_IS	2605649
Batch 3	Plate 2	G08	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	4	Duloxetine	100504.305	0.03771003873274183	Sulfamethazine_IS	2665187
Batch 3	Plate 2	G09	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	1	Duloxetine	111958.1949	0.04215337921484112	Sulfamethazine_IS	2655972
Batch 3	Plate 2	G10	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	2	Duloxetine	110391.2687	0.045473174142666065	Sulfamethazine_IS	2427613
Batch 3	Plate 2	G11	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	3	Duloxetine	93717.71271	0.03770136455961101	Sulfamethazine_IS	2485791
Batch 3	Plate 2	G12	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	4	Duloxetine	104466.3932	0.04215682914171753	Sulfamethazine_IS	2478042
Batch 3	Plate 2	H01	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	1	Duloxetine	176999.3816	0.07173480142967553	Sulfamethazine_IS	2467413
Batch 3	Plate 2	H02	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	2	Duloxetine	271880.9244	0.08677428339169226	Sulfamethazine_IS	3133197
Batch 3	Plate 2	H03	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	3	Duloxetine	183701.0625	0.07399194612193012	Sulfamethazine_IS	2482717
Batch 3	Plate 2	H04	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	4	Duloxetine	187900.6669	0.07739493721929504	Sulfamethazine_IS	2427816
Batch 3	Plate 2	H05	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	1	Duloxetine	94680.42192	0.04943349711195426	Sulfamethazine_IS	1915309
Batch 3	Plate 2	H06	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	2	Duloxetine	137676.2866	0.05342268134924623	Sulfamethazine_IS	2577113
Batch 3	Plate 2	H07	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	3	Duloxetine	161497.2559	0.05095820595668952	Sulfamethazine_IS	3169210
Batch 3	Plate 2	H08	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	4	Duloxetine	126623.6566	0.07106183166094238	Sulfamethazine_IS	1781880
Batch 3	Plate 2	H09	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	1	Duloxetine	396413.8601	0.18877003294788577	Sulfamethazine_IS	2099983
Batch 3	Plate 2	H10	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	2	Duloxetine	367232.0158	0.1579756173503363	Sulfamethazine_IS	2324612
Batch 3	Plate 2	H11	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	3	Duloxetine	239781.1557	0.09578013244900845	Sulfamethazine_IS	2503454
Batch 3	Plate 2	H12	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	4	Duloxetine	260743.1154	0.09344040545068492	Sulfamethazine_IS	2790475
Batch 3	Plate 3	A01	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	1	Duloxetine	127233.4842	0.044475382502983475	Sulfamethazine_IS	2860762
Batch 3	Plate 3	A02	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	2	Duloxetine	277634.7077	0.07891968245621017	Sulfamethazine_IS	3517940
Batch 3	Plate 3	A03	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	3	Duloxetine	180555.1472	0.05680432096939922	Sulfamethazine_IS	3178546
Batch 3	Plate 3	A04	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	4	Duloxetine	185634.5127	0.058823020843433736	Sulfamethazine_IS	3155814
Batch 3	Plate 3	A05	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	1	Duloxetine	0	0	Sulfamethazine_IS	3346500
Batch 3	Plate 3	A06	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	2802145
Batch 3	Plate 3	A07	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	3839811
Batch 3	Plate 3	A08	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	4	Duloxetine	0	0	Sulfamethazine_IS	3473173
Batch 3	Plate 3	A09	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	1	Duloxetine	0	0	Sulfamethazine_IS	3277941
Batch 3	Plate 3	A10	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	3340672
Batch 3	Plate 3	A11	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	3533920
Batch 3	Plate 3	A12	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	4	Duloxetine	0	0	Sulfamethazine_IS	3151617
Batch 3	Plate 3	B01	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	1	Duloxetine	7327.353183	0.0023693977883884085	Sulfamethazine_IS	3092496
Batch 3	Plate 3	B02	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	2	Duloxetine	848.1256567	2.5950444341637163e-4	Sulfamethazine_IS	3268251
Batch 3	Plate 3	B03	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	3	Duloxetine	5676.040221	0.0016958352305778796	Sulfamethazine_IS	3347047
Batch 3	Plate 3	B04	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	4	Duloxetine	4410.452718	0.0013243524980399491	Sulfamethazine_IS	3330271
Batch 3	Plate 3	B05	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	1	Duloxetine	10059.24826	0.0028390500325414444	Sulfamethazine_IS	3543174
Batch 3	Plate 3	B06	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	2	Duloxetine	22249.54589	0.007734538911260607	Sulfamethazine_IS	2876648
Batch 3	Plate 3	B07	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	3	Duloxetine	14431.48351	0.005004193488767556	Sulfamethazine_IS	2883878
Batch 3	Plate 3	B08	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	4	Duloxetine	8013.924226	0.0020030929572395348	Sulfamethazine_IS	4000775
Batch 3	Plate 3	B09	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	1	Duloxetine	73508.08844	0.025643605812887865	Sulfamethazine_IS	2866527
Batch 3	Plate 3	B10	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	2	Duloxetine	36773.39917	0.009746526062324823	Sulfamethazine_IS	3772975
Batch 3	Plate 3	B11	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	3	Duloxetine	43690.47559	0.012986694977095928	Sulfamethazine_IS	3364249
Batch 3	Plate 3	B12	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	4	Duloxetine	38643.91304	0.011320259437354537	Sulfamethazine_IS	3413695
Batch 3	Plate 3	C01	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	1	Duloxetine	21928.99711	0.0064629121834855465	Sulfamethazine_IS	3393052
Batch 3	Plate 3	C02	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	2	Duloxetine	30155.93676	0.00937232013272198	Sulfamethazine_IS	3217553
Batch 3	Plate 3	C03	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	3	Duloxetine	36585.88744	0.0104068033954057	Sulfamethazine_IS	3515574
Batch 3	Plate 3	C04	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	4	Duloxetine	35190.62383	0.009656018023698669	Sulfamethazine_IS	3644424
Batch 3	Plate 3	C05	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	1	Duloxetine	74654.58742	0.020092959531255887	Sulfamethazine_IS	3715460
Batch 3	Plate 3	C06	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	2	Duloxetine	96243.02978	0.022253052942286314	Sulfamethazine_IS	4324936
Batch 3	Plate 3	C07	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	3	Duloxetine	58500.28428	0.015832325467727924	Sulfamethazine_IS	3694990
Batch 3	Plate 3	C08	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	4	Duloxetine	79349.77678	0.02193253901846982	Sulfamethazine_IS	3617902
Batch 3	Plate 3	C09	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	1	Duloxetine	47457.40745	0.013265144487844091	Sulfamethazine_IS	3577602
Batch 3	Plate 3	C10	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	2	Duloxetine	62902.95973	0.018390618749420752	Sulfamethazine_IS	3420383
Batch 3	Plate 3	C11	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	3	Duloxetine	116371.9703	0.033829474167998565	Sulfamethazine_IS	3439958
Batch 3	Plate 3	C12	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	4	Duloxetine	51083.98104	0.01444092587729279	Sulfamethazine_IS	3537445
Batch 3	Plate 3	D01	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	1	Duloxetine	123779.2554	0.03480973919254868	Sulfamethazine_IS	3555880
Batch 3	Plate 3	D02	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	2	Duloxetine	125370.931	0.03549227679976809	Sulfamethazine_IS	3532344
Batch 3	Plate 3	D03	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	3	Duloxetine	94794.11787	0.02752934841713849	Sulfamethazine_IS	3443384
Batch 3	Plate 3	D04	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	4	Duloxetine	118731.6219	0.032495149440613755	Sulfamethazine_IS	3653826
Batch 3	Plate 3	D05	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	1	Duloxetine	144444.9192	0.047488532389995	Sulfamethazine_IS	3041680
Batch 3	Plate 3	D06	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	2	Duloxetine	86159.54661	0.023132675454587925	Sulfamethazine_IS	3724582
Batch 3	Plate 3	D07	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	3	Duloxetine	54750.05353	0.014493895767415953	Sulfamethazine_IS	3777456
Batch 3	Plate 3	D08	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	4	Duloxetine	188070.516	0.05854947505793602	Sulfamethazine_IS	3212164
Batch 3	Plate 3	D09	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	1	Duloxetine			Sulfamethazine_IS	
Batch 3	Plate 3	D10	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	2	Duloxetine	133280.8736	0.037219022683125436	Sulfamethazine_IS	3580988
Batch 3	Plate 3	D11	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	3	Duloxetine	146274.7799	0.040958412874863494	Sulfamethazine_IS	3571300
Batch 3	Plate 3	D12	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	4	Duloxetine	149542.7622	0.043275346154413794	Sulfamethazine_IS	3455611
Batch 3	Plate 3	E01	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	1	Duloxetine	200288.8891	0.06781118838336336	Sulfamethazine_IS	2953626
Batch 3	Plate 3	E02	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	2	Duloxetine	190131.2525	0.06645808079219272	Sulfamethazine_IS	2860920
Batch 3	Plate 3	E03	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	3	Duloxetine	229384.4822	0.058601885708373304	Sulfamethazine_IS	3914285
Batch 3	Plate 3	E04	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	4	Duloxetine	219596.3021	0.05666216116631063	Sulfamethazine_IS	3875537
Batch 3	Plate 3	E05	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	1	Duloxetine	388504.6354	0.11316220520650619	Sulfamethazine_IS	3433166
Batch 3	Plate 3	E06	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	2	Duloxetine	216062.8673	0.05809847065321326	Sulfamethazine_IS	3718908
Batch 3	Plate 3	E07	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	3	Duloxetine	431649.3451	0.11584362820163933	Sulfamethazine_IS	3726138
Batch 3	Plate 3	E08	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	4	Duloxetine	275446.0764	0.07367590815643642	Sulfamethazine_IS	3738618
Batch 3	Plate 3	E09	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	1	Duloxetine	225853.373	0.06049612051150802	Sulfamethazine_IS	3733353
Batch 3	Plate 3	E10	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	2	Duloxetine	236947.9078	0.06475363008858166	Sulfamethazine_IS	3659222
Batch 3	Plate 3	E11	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	3	Duloxetine	237510.4317	0.0659769526097947	Sulfamethazine_IS	3599900
Batch 3	Plate 3	E12	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	4	Duloxetine	209473.2768	0.06101782466279346	Sulfamethazine_IS	3432985
Batch 3	Plate 3	F01	29	total	no bug	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	3654818
Batch 3	Plate 3	F02	29	total	no bug	Yes	Duloxetine	0	4	Duloxetine	0	0	Sulfamethazine_IS	3545494
Batch 3	Plate 3	F03	29	supernatant	no bug	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	3740089
Batch 3	Plate 3	F04	29	supernatant	no bug	Yes	Duloxetine	0	4	Duloxetine	0	0	Sulfamethazine_IS	3751913
Batch 3	Plate 3	F05	30	total	no bug	Yes	Duloxetine	10	3	Duloxetine	13310.34178	0.0034522362005523955	Sulfamethazine_IS	3855571
Batch 3	Plate 3	F06	30	total	no bug	Yes	Duloxetine	10	4	Duloxetine	12585.17572	0.0033049392776766744	Sulfamethazine_IS	3807990
Batch 3	Plate 3	F07	30	supernatant	no bug	Yes	Duloxetine	10	3	Duloxetine	5907.85442	0.0015031297112306757	Sulfamethazine_IS	3930369
Batch 3	Plate 3	F08	30	supernatant	no bug	Yes	Duloxetine	10	4	Duloxetine	17863.8631	0.005313637001805532	Sulfamethazine_IS	3361890
Batch 3	Plate 3	F09	31	total	no bug	Yes	Duloxetine	20	3	Duloxetine	28644.83891	0.007693088726023251	Sulfamethazine_IS	3723451
Batch 3	Plate 3	F10	31	total	no bug	Yes	Duloxetine	20	4	Duloxetine	72288.50221	0.020720061330244607	Sulfamethazine_IS	3488817
Batch 3	Plate 3	F11	31	supernatant	no bug	Yes	Duloxetine	20	3	Duloxetine	79074.42312	0.023750316684212347	Sulfamethazine_IS	3329405
Batch 3	Plate 3	F12	31	supernatant	no bug	Yes	Duloxetine	20	4	Duloxetine	100893.2693	0.02579893675207818	Sulfamethazine_IS	3910753
Batch 3	Plate 3	G01	32	total	no bug	Yes	Duloxetine	30	3	Duloxetine	41593.90294	0.011185498602145565	Sulfamethazine_IS	3718556
Batch 3	Plate 3	G02	32	total	no bug	Yes	Duloxetine	30	4	Duloxetine	39659.83919	0.010426406306029673	Sulfamethazine_IS	3803788
Batch 3	Plate 3	G03	32	supernatant	no bug	Yes	Duloxetine	30	3	Duloxetine	142558.5385	0.03790942344430427	Sulfamethazine_IS	3760504
Batch 3	Plate 3	G04	32	supernatant	no bug	Yes	Duloxetine	30	4	Duloxetine	73726.6493	0.019621500291953944	Sulfamethazine_IS	3757442
Batch 3	Plate 3	G05	33	total	no bug	Yes	Duloxetine	40	3	Duloxetine	146027.0916	0.026633015273753932	Sulfamethazine_IS	5482935
Batch 3	Plate 3	G06	33	total	no bug	Yes	Duloxetine	40	4	Duloxetine	276789.5468	0.05433466802482293	Sulfamethazine_IS	5094161
Batch 3	Plate 3	G07	33	supernatant	no bug	Yes	Duloxetine	40	3	Duloxetine	200115.444	0.052454116412939567	Sulfamethazine_IS	3815057
Batch 3	Plate 3	G08	33	supernatant	no bug	Yes	Duloxetine	40	4	Duloxetine	198363.5807	0.05400924280332207	Sulfamethazine_IS	3672771
Batch 3	Plate 3	G09	34	total	no bug	Yes	Duloxetine	50	3	Duloxetine	191139.4556	0.07136060639887758	Sulfamethazine_IS	2678501
Batch 3	Plate 3	G10	34	total	no bug	Yes	Duloxetine	50	4	Duloxetine	109023.2949	0.03077520717309952	Sulfamethazine_IS	3542569
Batch 3	Plate 3	G11	34	supernatant	no bug	Yes	Duloxetine	50	3	Duloxetine	258834.0033	0.07429479542624627	Sulfamethazine_IS	3483878
Batch 3	Plate 3	G12	34	supernatant	no bug	Yes	Duloxetine	50	4	Duloxetine	115737.313	0.031117852393527635	Sulfamethazine_IS	3719322
Batch 3	Plate 3	H01	35	total	no bug	Yes	Duloxetine	70	3	Duloxetine	162369.1944	0.04469448097357764	Sulfamethazine_IS	3632869
Batch 3	Plate 3	H02	35	total	no bug	Yes	Duloxetine	70	4	Duloxetine	165527.7772	0.047939144358915026	Sulfamethazine_IS	3452873
Batch 3	Plate 3	H03	35	supernatant	no bug	Yes	Duloxetine	70	3	Duloxetine	163082.8122	0.04641324211738408	Sulfamethazine_IS	3513713
Batch 3	Plate 3	H04	35	supernatant	no bug	Yes	Duloxetine	70	4	Duloxetine	165746.4694	0.04260096564245681	Sulfamethazine_IS	3890674
Batch 5	Plate 5	A01	1	total	no bug	Yes	Duloxetine	30	1	Duloxetine	629059.9533	0.12652911142984707	Sulfamethazine_IS	4971661.827
Batch 5	Plate 5	A02	1	total	no bug	Yes	Duloxetine	30	2	Duloxetine	595143.9729	0.1254827122614163	Sulfamethazine_IS	4742836.381
Batch 5	Plate 5	A03	1	total	no bug	Yes	Duloxetine	40	1	Duloxetine	751521.6217	0.16701757806678766	Sulfamethazine_IS	4499655.847
Batch 5	Plate 5	A04	1	total	no bug	Yes	Duloxetine	40	2	Duloxetine	729099.6604	0.1564568249971547	Sulfamethazine_IS	4660069.386
Batch 5	Plate 5	A05	1	total	no bug	Yes	Duloxetine	50	1	Duloxetine	991831.4249	0.21382129216886273	Sulfamethazine_IS	4638599.902
Batch 5	Plate 5	A06	1	total	no bug	Yes	Duloxetine	50	2	Duloxetine	965118.5456	0.21858602778230243	Sulfamethazine_IS	4415280.132
Batch 5	Plate 5	A07	4	total	C. bolteae	Yes	Duloxetine	50	1	Duloxetine	941144.2209	0.21514064120961185	Sulfamethazine_IS	4374553.388
Batch 5	Plate 5	A08	4	total	C. bolteae	Yes	Duloxetine	50	2	Duloxetine	907090.0486	0.2078484003631404	Sulfamethazine_IS	4364190.665
Batch 5	Plate 5	A09	4	total	C. bolteae	Yes	Duloxetine	50	3	Duloxetine	910016.4892	0.20543133505585542	Sulfamethazine_IS	4429784.234
Batch 5	Plate 5	A10	4	total	C. bolteae	Yes	Duloxetine	50	4	Duloxetine	899224.344	0.19523802984620928	Sulfamethazine_IS	4605784.768
Batch 5	Plate 5	A11	1	supernatant	no bug	Yes	Duloxetine	30	1	Duloxetine	533941.9577	0.11211772815780428	Sulfamethazine_IS	4762333.009
Batch 5	Plate 5	A12	1	supernatant	no bug	Yes	Duloxetine	30	2	Duloxetine	532384.5604	0.10719501551949769	Sulfamethazine_IS	4966504.812
Batch 5	Plate 5	B01	1	supernatant	no bug	Yes	Duloxetine	40	1	Duloxetine	657332.6655	0.14548584317932942	Sulfamethazine_IS	4518189.888
Batch 5	Plate 5	B02	1	supernatant	no bug	Yes	Duloxetine	40	2	Duloxetine	669007.2986	0.15129907364256107	Sulfamethazine_IS	4421754.096
Batch 5	Plate 5	B03	1	supernatant	no bug	Yes	Duloxetine	50	1	Duloxetine	964881.5873	0.227285484185115	Sulfamethazine_IS	4245240.697
Batch 5	Plate 5	B04	1	supernatant	no bug	Yes	Duloxetine	50	2	Duloxetine	926062.738	0.2074580441417386	Sulfamethazine_IS	4463855.532
Batch 5	Plate 5	B05	4	supernatant	C. bolteae	Yes	Duloxetine	50	1	Duloxetine	728219.7242	0.1721912314735763	Sulfamethazine_IS	4229133.609
Batch 5	Plate 5	B06	4	supernatant	C. bolteae	Yes	Duloxetine	50	2	Duloxetine	696561.8385	0.16220427677873725	Sulfamethazine_IS	4294349.399
Batch 5	Plate 5	B07	4	supernatant	C. bolteae	Yes	Duloxetine	50	3	Duloxetine	641220.6623	0.15107803183664625	Sulfamethazine_IS	4244301.137
Batch 5	Plate 5	B08	4	supernatant	C. bolteae	Yes	Duloxetine	50	4	Duloxetine	687607.5536	0.16347785981589627	Sulfamethazine_IS	4206120.354
Batch 5	Plate 5	B09	12	total	no bug	Yes	Montelukast	30	1	Duloxetine			Sulfamethazine_IS	4378723.329
Batch 5	Plate 5	B10	12	total	no bug	Yes	Montelukast	30	2	Duloxetine			Sulfamethazine_IS	4300746.36
Batch 5	Plate 5	B11	12	total	no bug	Yes	Montelukast	40	1	Duloxetine			Sulfamethazine_IS	4272650.782
Batch 5	Plate 5	B12	12	total	no bug	Yes	Montelukast	40	2	Duloxetine			Sulfamethazine_IS	4538893.741
Batch 5	Plate 5	C01	12	total	no bug	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4386146.465
Batch 5	Plate 5	C02	12	total	no bug	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4639781.666
Batch 5	Plate 5	C03	17	total	B. uniformis HM-715	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4235786.063
Batch 5	Plate 5	C04	17	total	B. uniformis HM-715	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4160180.469
Batch 5	Plate 5	C05	17	total	B. uniformis HM-715	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4197226.36
Batch 5	Plate 5	C06	17	total	B. uniformis HM-715	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	4249115.547
Batch 5	Plate 5	C07	12	supernatant	no bug	Yes	Montelukast	30	1	Duloxetine	2404.288245	5.177520512991663e-4	Sulfamethazine_IS	4643705.88
Batch 5	Plate 5	C08	12	supernatant	no bug	Yes	Montelukast	30	2	Duloxetine			Sulfamethazine_IS	4242270.084
Batch 5	Plate 5	C09	12	supernatant	no bug	Yes	Montelukast	40	1	Duloxetine			Sulfamethazine_IS	4674576.782
Batch 5	Plate 5	C10	12	supernatant	no bug	Yes	Montelukast	40	2	Duloxetine			Sulfamethazine_IS	
Batch 5	Plate 5	C11	12	supernatant	no bug	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4237933.37
Batch 5	Plate 5	C12	12	supernatant	no bug	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4341690.914
Batch 5	Plate 5	D01	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4227531.492
Batch 5	Plate 5	D02	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4084641.55
Batch 5	Plate 5	D03	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4100093.398
Batch 5	Plate 5	D04	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	
Batch 5	Plate 5	D05	12	total	no bug	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4239041.093
Batch 5	Plate 5	D06	13	total	B. longum subsp. infantis	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4309291.673
Batch 5	Plate 5	D07	13	total	B. longum subsp. infantis	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4209962.541
Batch 5	Plate 5	D08	13	total	B. longum subsp. infantis	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4383048.741
Batch 5	Plate 5	D09	13	total	B. longum subsp. infantis	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	4253837.719
Batch 5	Plate 5	D10	12	total	no bug	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	4175687.757
Batch 5	Plate 5	D11	12	supernatant	no bug	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4234532.066
Batch 5	Plate 5	D12	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	1	Duloxetine			Sulfamethazine_IS	4131273.469
Batch 5	Plate 5	E01	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	2	Duloxetine			Sulfamethazine_IS	4344266.869
Batch 5	Plate 5	E02	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	3	Duloxetine			Sulfamethazine_IS	4191777.812
Batch 5	Plate 5	E03	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	3937661.605
Batch 5	Plate 5	E04	12	supernatant	no bug	Yes	Montelukast	50	4	Duloxetine			Sulfamethazine_IS	4185471.559
Batch 5	Plate 5	E05	18	total	no bug	Yes	Roflumilast	30	1	Duloxetine			Sulfamethazine_IS	4086762.545
Batch 5	Plate 5	E06	18	total	no bug	Yes	Roflumilast	30	2	Duloxetine			Sulfamethazine_IS	4351737.885
Batch 5	Plate 5	E07	18	total	no bug	Yes	Roflumilast	40	1	Duloxetine			Sulfamethazine_IS	4069951.517
Batch 5	Plate 5	E08	18	total	no bug	Yes	Roflumilast	40	2	Duloxetine			Sulfamethazine_IS	4559553.799
Batch 5	Plate 5	E09	18	total	no bug	Yes	Roflumilast	50	1	Duloxetine			Sulfamethazine_IS	4140396.317
Batch 5	Plate 5	E10	18	total	no bug	Yes	Roflumilast	50	2	Duloxetine			Sulfamethazine_IS	4001810.031
Batch 5	Plate 5	E11	19	total	L. lactis	Yes	Roflumilast	50	1	Duloxetine			Sulfamethazine_IS	4033508.278
Batch 5	Plate 5	E12	19	total	L. lactis	Yes	Roflumilast	50	2	Duloxetine			Sulfamethazine_IS	3916332.528
Batch 5	Plate 5	F01	19	total	L. lactis	Yes	Roflumilast	50	3	Duloxetine			Sulfamethazine_IS	4022122.841
Batch 5	Plate 5	F02	19	total	L. lactis	Yes	Roflumilast	50	4	Duloxetine			Sulfamethazine_IS	3967729.35
Batch 5	Plate 5	F03	18	supernatant	no bug	Yes	Roflumilast	30	1	Duloxetine			Sulfamethazine_IS	3904763.088
