organism	preparation	original_protein_id	hit	rossman_hit	rossman_family
C. saccharolyticum	lysate	D9R1I7|D9R2P5	No	No	NA
C. saccharolyticum	lysate	D9R1I8|D9R2P6	No	No	NA
C. saccharolyticum	lysate	D9R1J2	No	No	NA
C. saccharolyticum	lysate	D9R1J3	No	No	NA
C. saccharolyticum	lysate	D9R1J4	No	No	NA
C. saccharolyticum	lysate	D9R1J7	No	No	NA
C. saccharolyticum	lysate	D9R1K6	No	No	NA
C. saccharolyticum	lysate	D9R1K6|D9R377	No	No	NA
C. saccharolyticum	lysate	D9R1K8	No	No	NA
C. saccharolyticum	lysate	D9R1L2	Yes	No	NA
C. saccharolyticum	lysate	D9R1L5	No	No	NA
C. saccharolyticum	lysate	D9R1L7	No	No	NA
C. saccharolyticum	lysate	D9R1L9	No	Yes	3.40.50.10490
C. saccharolyticum	lysate	D9R1M0	No	No	NA
C. saccharolyticum	lysate	D9R1M1	No	No	NA
C. saccharolyticum	lysate	D9R1M3	Yes	Yes	3.40.50.10490
C. saccharolyticum	lysate	D9R1M4	No	No	NA
C. saccharolyticum	lysate	D9R1M7	No	No	NA
C. saccharolyticum	lysate	D9R1M9	No	No	NA
C. saccharolyticum	lysate	D9R1N8	No	No	NA
C. saccharolyticum	lysate	D9R1P1	No	No	NA
C. saccharolyticum	lysate	D9R1P3	No	No	NA
C. saccharolyticum	lysate	D9R1P5	No	No	NA
C. saccharolyticum	lysate	D9R1P6|D9R772	No	Yes	NA|3.40.50.300
C. saccharolyticum	lysate	D9R1P6|D9R772|D9R7V6	No	Yes	NA|3.40.50.300
C. saccharolyticum	lysate	D9R1P7	No	Yes	3.40.50.2020
C. saccharolyticum	lysate	D9R1P9	No	No	NA
C. saccharolyticum	lysate	D9R1Q0	No	No	NA
C. saccharolyticum	lysate	D9R1Q2	No	Yes	3.40.50.2000
C. saccharolyticum	lysate	D9R1Q4	No	No	NA
C. saccharolyticum	lysate	D9R1Q7	Yes	No	NA
C. saccharolyticum	lysate	D9R1Q8	No	No	NA
C. saccharolyticum	lysate	D9R1Q9	No	Yes	3.40.50.620
C. saccharolyticum	lysate	D9R1R1	No	No	NA
C. saccharolyticum	lysate	D9R1R2	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R1R5	No	No	NA
C. saccharolyticum	lysate	D9R1R6	No	No	NA
C. saccharolyticum	lysate	D9R1R7	No	No	NA
C. saccharolyticum	lysate	D9R1R8	No	No	NA
C. saccharolyticum	lysate	D9R1R9	No	No	NA
C. saccharolyticum	lysate	D9R1S1	No	Yes	3.40.50.1360
C. saccharolyticum	lysate	D9R1S2	Yes	No	NA
C. saccharolyticum	lysate	D9R1S3	No	No	NA
C. saccharolyticum	lysate	D9R1S4	No	No	NA
C. saccharolyticum	lysate	D9R1S5|D9R7H7	No	Yes	3.40.50.450
C. saccharolyticum	lysate	D9R1S6	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R1S7	No	No	NA
C. saccharolyticum	lysate	D9R1S8	No	No	NA
C. saccharolyticum	lysate	D9R1S9	No	No	NA
C. saccharolyticum	lysate	D9R1T0	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R1T1	No	No	NA
C. saccharolyticum	lysate	D9R1U1	No	No	NA
C. saccharolyticum	lysate	D9R1U2	No	No	NA
C. saccharolyticum	lysate	D9R1V0	No	No	NA
C. saccharolyticum	lysate	D9R1V5	No	Yes	3.40.50.10490
C. saccharolyticum	lysate	D9R1W6	No	Yes	3.40.50.1970
C. saccharolyticum	lysate	D9R1X2	No	No	NA
C. saccharolyticum	lysate	D9R1X6	No	No	NA
C. saccharolyticum	lysate	D9R1X7	No	No	NA
C. saccharolyticum	lysate	D9R1X8	No	No	NA
C. saccharolyticum	lysate	D9R1X9	No	No	NA
C. saccharolyticum	lysate	D9R1Y0	No	No	NA
C. saccharolyticum	lysate	D9R1Y1	No	No	NA
C. saccharolyticum	lysate	D9R1Y2	No	No	NA
C. saccharolyticum	lysate	D9R1Y3	No	No	NA
C. saccharolyticum	lysate	D9R1Y8	No	No	NA
C. saccharolyticum	lysate	D9R1Z2	No	No	NA
C. saccharolyticum	lysate	D9R1Z4	No	No	NA
C. saccharolyticum	lysate	D9R1Z7	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R1Z8	No	No	NA
C. saccharolyticum	lysate	D9R1Z9	No	No	NA
C. saccharolyticum	lysate	D9R201	No	No	NA
C. saccharolyticum	lysate	D9R202	No	No	NA
C. saccharolyticum	lysate	D9R204	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R205	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R209	No	Yes	3.40.50.140
C. saccharolyticum	lysate	D9R210	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R211	No	No	NA
C. saccharolyticum	lysate	D9R212	No	No	NA
C. saccharolyticum	lysate	D9R214	No	No	NA
C. saccharolyticum	lysate	D9R215	No	No	NA
C. saccharolyticum	lysate	D9R221	No	No	NA
C. saccharolyticum	lysate	D9R223	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R224	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R225	No	No	NA
C. saccharolyticum	lysate	D9R226	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R227	No	No	NA
C. saccharolyticum	lysate	D9R228	No	Yes	3.40.50.2020
C. saccharolyticum	lysate	D9R229	No	No	NA
C. saccharolyticum	lysate	D9R232	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R233	No	No	NA
C. saccharolyticum	lysate	D9R234	No	No	NA
C. saccharolyticum	lysate	D9R235	Yes	No	NA
C. saccharolyticum	lysate	D9R236	No	No	NA
C. saccharolyticum	lysate	D9R237	No	No	NA
C. saccharolyticum	lysate	D9R238	No	No	NA
C. saccharolyticum	lysate	D9R239	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R240	No	No	NA
C. saccharolyticum	lysate	D9R242	No	No	NA
C. saccharolyticum	lysate	D9R243	No	No	NA
C. saccharolyticum	lysate	D9R244	No	No	NA
C. saccharolyticum	lysate	D9R245	No	No	NA
C. saccharolyticum	lysate	D9R247	No	No	NA
C. saccharolyticum	lysate	D9R248	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R249	No	No	NA
C. saccharolyticum	lysate	D9R250	No	No	NA
C. saccharolyticum	lysate	D9R251	Yes	No	NA
C. saccharolyticum	lysate	D9R252	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R253	No	No	NA
C. saccharolyticum	lysate	D9R254	No	Yes	3.40.50.170
C. saccharolyticum	lysate	D9R255|D9R431|D9R5U3	No	No	NA
C. saccharolyticum	lysate	D9R257	No	No	NA
C. saccharolyticum	lysate	D9R258	Yes	No	NA
C. saccharolyticum	lysate	D9R259	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R259|D9R7M0	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R260	Yes	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R261	No	No	NA
C. saccharolyticum	lysate	D9R262	No	No	NA
C. saccharolyticum	lysate	D9R263	No	No	NA
C. saccharolyticum	lysate	D9R264	No	Yes	3.40.50.1980
C. saccharolyticum	lysate	D9R265	No	No	NA
C. saccharolyticum	lysate	D9R269	No	No	NA
C. saccharolyticum	lysate	D9R270	No	No	NA
C. saccharolyticum	lysate	D9R271	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R272	No	No	NA
C. saccharolyticum	lysate	D9R273	No	No	NA
C. saccharolyticum	lysate	D9R275	No	No	NA
C. saccharolyticum	lysate	D9R277	Yes	Yes	3.40.50.10170
C. saccharolyticum	lysate	D9R279	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R281	No	No	NA
C. saccharolyticum	lysate	D9R288	No	No	NA
C. saccharolyticum	lysate	D9R289	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R290	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R291	No	No	NA
C. saccharolyticum	lysate	D9R298	No	No	NA
C. saccharolyticum	lysate	D9R299	No	No	NA
C. saccharolyticum	lysate	D9R2A0	No	No	NA
C. saccharolyticum	lysate	D9R2A1	No	No	NA
C. saccharolyticum	lysate	D9R2A3	Yes	No	NA
C. saccharolyticum	lysate	D9R2A5	No	No	NA
C. saccharolyticum	lysate	D9R2A6	No	No	NA
C. saccharolyticum	lysate	D9R2A8	No	No	NA
C. saccharolyticum	lysate	D9R2A9	No	No	NA
C. saccharolyticum	lysate	D9R2B0	No	No	NA
C. saccharolyticum	lysate	D9R2B1	No	No	NA
C. saccharolyticum	lysate	D9R2B2	No	No	NA
C. saccharolyticum	lysate	D9R2B3	No	Yes	3.40.50.1370
C. saccharolyticum	lysate	D9R2B4	Yes	No	NA
C. saccharolyticum	lysate	D9R2B5	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2B6	No	No	NA
C. saccharolyticum	lysate	D9R2B7	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R2B8|D9R4V0	No	No	NA
C. saccharolyticum	lysate	D9R2B9	No	No	NA
C. saccharolyticum	lysate	D9R2C0	No	No	NA
C. saccharolyticum	lysate	D9R2C2	No	Yes	3.40.50.200
C. saccharolyticum	lysate	D9R2C3	No	No	NA
C. saccharolyticum	lysate	D9R2C4	No	No	NA
C. saccharolyticum	lysate	D9R2C6	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R2C7	No	No	NA
C. saccharolyticum	lysate	D9R2C8	No	No	NA
C. saccharolyticum	lysate	D9R2D0	No	No	NA
C. saccharolyticum	lysate	D9R2D1	No	No	NA
C. saccharolyticum	lysate	D9R2D2	No	No	NA
C. saccharolyticum	lysate	D9R2D3	No	No	NA
C. saccharolyticum	lysate	D9R2D4	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R2D5	Yes	No	NA
C. saccharolyticum	lysate	D9R2D8	Yes	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R2E0	No	No	NA
C. saccharolyticum	lysate	D9R2E3	No	No	NA
C. saccharolyticum	lysate	D9R2E4	No	No	NA
C. saccharolyticum	lysate	D9R2E5	No	No	NA
C. saccharolyticum	lysate	D9R2F1	No	No	NA
C. saccharolyticum	lysate	D9R2F2	No	No	NA
C. saccharolyticum	lysate	D9R2F3	No	No	NA
C. saccharolyticum	lysate	D9R2F4	No	No	NA
C. saccharolyticum	lysate	D9R2F5	No	No	NA
C. saccharolyticum	lysate	D9R2F7	No	No	NA
C. saccharolyticum	lysate	D9R2F8	No	No	NA
C. saccharolyticum	lysate	D9R2F9	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2G0	No	Yes	3.40.50.1470
C. saccharolyticum	lysate	D9R2G3	No	No	NA
C. saccharolyticum	lysate	D9R2G7	No	No	NA
C. saccharolyticum	lysate	D9R2G8	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R2G9	No	Yes	3.40.50.2020
C. saccharolyticum	lysate	D9R2H0	No	No	NA
C. saccharolyticum	lysate	D9R2H1	No	No	NA
C. saccharolyticum	lysate	D9R2H2	No	No	NA
C. saccharolyticum	lysate	D9R2H4	No	No	NA
C. saccharolyticum	lysate	D9R2H5	No	No	NA
C. saccharolyticum	lysate	D9R2H6	No	No	NA
C. saccharolyticum	lysate	D9R2H7	Yes	No	NA
C. saccharolyticum	lysate	D9R2H8	No	No	NA
C. saccharolyticum	lysate	D9R2H9	No	No	NA
C. saccharolyticum	lysate	D9R2I0	No	No	NA
C. saccharolyticum	lysate	D9R2I1	No	No	NA
C. saccharolyticum	lysate	D9R2I2	No	No	NA
C. saccharolyticum	lysate	D9R2I3	No	No	NA
C. saccharolyticum	lysate	D9R2I4	No	No	NA
C. saccharolyticum	lysate	D9R2I5	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R2I6	No	No	NA
C. saccharolyticum	lysate	D9R2I8|D9R7W4	No	No	NA
C. saccharolyticum	lysate	D9R2J0|D9R7S1	No	No	NA
C. saccharolyticum	lysate	D9R2J0|D9R7S1|D9R9H9	No	No	NA
C. saccharolyticum	lysate	D9R2J2	No	No	NA
C. saccharolyticum	lysate	D9R2J3	No	No	NA
C. saccharolyticum	lysate	D9R2J8	No	Yes	3.40.50.920
C. saccharolyticum	lysate	D9R2J9	No	Yes	3.40.50.970
C. saccharolyticum	lysate	D9R2K0	No	No	NA
C. saccharolyticum	lysate	D9R2K1	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R2K3	No	No	NA
C. saccharolyticum	lysate	D9R2K4	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2K5	No	No	NA
C. saccharolyticum	lysate	D9R2L0	No	No	NA
C. saccharolyticum	lysate	D9R2L1	No	No	NA
C. saccharolyticum	lysate	D9R2L2	No	No	NA
C. saccharolyticum	lysate	D9R2L4	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2L6	No	No	NA
C. saccharolyticum	lysate	D9R2L8	No	No	NA
C. saccharolyticum	lysate	D9R2M1	No	No	NA
C. saccharolyticum	lysate	D9R2M3	No	No	NA
C. saccharolyticum	lysate	D9R2M7	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2N3	No	No	NA
C. saccharolyticum	lysate	D9R2N4	No	No	NA
C. saccharolyticum	lysate	D9R2N6	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R2N9	No	No	NA
C. saccharolyticum	lysate	D9R2P7	No	No	NA
C. saccharolyticum	lysate	D9R2P9	No	Yes	3.40.50.1820
C. saccharolyticum	lysate	D9R2Q0	No	No	NA
C. saccharolyticum	lysate	D9R2Q3	No	Yes	3.40.50.1980
C. saccharolyticum	lysate	D9R2Q4	No	No	NA
C. saccharolyticum	lysate	D9R2Q7	No	Yes	3.40.50.10490
C. saccharolyticum	lysate	D9R2Q8	No	No	NA
C. saccharolyticum	lysate	D9R2R0	Yes	No	NA
C. saccharolyticum	lysate	D9R2R1	No	No	NA
C. saccharolyticum	lysate	D9R2R3	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R2R4	No	No	NA
C. saccharolyticum	lysate	D9R2R5	No	No	NA
C. saccharolyticum	lysate	D9R2R9	No	No	NA
C. saccharolyticum	lysate	D9R2S0	No	No	NA
C. saccharolyticum	lysate	D9R2S1	No	No	NA
C. saccharolyticum	lysate	D9R2S5	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R2T1	No	No	NA
C. saccharolyticum	lysate	D9R2V2	No	No	NA
C. saccharolyticum	lysate	D9R2V6	No	No	NA
C. saccharolyticum	lysate	D9R2V7	No	No	NA
C. saccharolyticum	lysate	D9R2V8	Yes	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R2V9	No	No	NA
C. saccharolyticum	lysate	D9R2W0	No	Yes	3.40.50.880
C. saccharolyticum	lysate	D9R2W2	No	No	NA
C. saccharolyticum	lysate	D9R2W3	No	No	NA
C. saccharolyticum	lysate	D9R2W4	Yes	No	NA
C. saccharolyticum	lysate	D9R2W5	No	No	NA
C. saccharolyticum	lysate	D9R2W6	No	No	NA
C. saccharolyticum	lysate	D9R2W9	No	No	NA
C. saccharolyticum	lysate	D9R2X0	No	No	NA
C. saccharolyticum	lysate	D9R2X1	No	No	NA
C. saccharolyticum	lysate	D9R2X4	No	Yes	3.40.50.1820
C. saccharolyticum	lysate	D9R2X5	No	No	NA
C. saccharolyticum	lysate	D9R2Y0	No	No	NA
C. saccharolyticum	lysate	D9R2Y1	No	No	NA
C. saccharolyticum	lysate	D9R2Y6	No	No	NA
C. saccharolyticum	lysate	D9R2Y9	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R2Z0	No	No	NA
C. saccharolyticum	lysate	D9R2Z1	No	No	NA
C. saccharolyticum	lysate	D9R2Z2	No	No	NA
C. saccharolyticum	lysate	D9R2Z3	No	No	NA
C. saccharolyticum	lysate	D9R2Z4	No	Yes	3.40.50.280
C. saccharolyticum	lysate	D9R2Z5	No	No	NA
C. saccharolyticum	lysate	D9R2Z8	No	No	NA
C. saccharolyticum	lysate	D9R300	No	No	NA
C. saccharolyticum	lysate	D9R301	No	No	NA
C. saccharolyticum	lysate	D9R302	No	No	NA
C. saccharolyticum	lysate	D9R304	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R305	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R306	No	No	NA
C. saccharolyticum	lysate	D9R307	No	No	NA
C. saccharolyticum	lysate	D9R308	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R309	No	No	NA
C. saccharolyticum	lysate	D9R310	No	No	NA
C. saccharolyticum	lysate	D9R316	No	No	NA
C. saccharolyticum	lysate	D9R318	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R319	No	No	NA
C. saccharolyticum	lysate	D9R320	No	No	NA
C. saccharolyticum	lysate	D9R322	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R323	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R324	No	No	NA
C. saccharolyticum	lysate	D9R325	No	No	NA
C. saccharolyticum	lysate	D9R326	Yes	No	NA
C. saccharolyticum	lysate	D9R327	No	No	NA
C. saccharolyticum	lysate	D9R328	No	No	NA
C. saccharolyticum	lysate	D9R329	No	No	NA
C. saccharolyticum	lysate	D9R332	No	No	NA
C. saccharolyticum	lysate	D9R333	No	No	NA
C. saccharolyticum	lysate	D9R335	No	Yes	3.40.50.800
C. saccharolyticum	lysate	D9R336	No	No	NA
C. saccharolyticum	lysate	D9R337	No	No	NA
C. saccharolyticum	lysate	D9R338	No	No	NA
C. saccharolyticum	lysate	D9R339	No	No	NA
C. saccharolyticum	lysate	D9R340	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R341	No	No	NA
C. saccharolyticum	lysate	D9R344	Yes	No	NA
C. saccharolyticum	lysate	D9R345	No	No	NA
C. saccharolyticum	lysate	D9R346	No	No	NA
C. saccharolyticum	lysate	D9R347	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R348	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R354	No	No	NA
C. saccharolyticum	lysate	D9R356	No	Yes	3.40.50.1100
C. saccharolyticum	lysate	D9R357	No	No	NA
C. saccharolyticum	lysate	D9R358	No	Yes	3.40.50.1010
C. saccharolyticum	lysate	D9R359	No	No	NA
C. saccharolyticum	lysate	D9R360	No	No	NA
C. saccharolyticum	lysate	D9R361	No	No	NA
C. saccharolyticum	lysate	D9R362	No	No	NA
C. saccharolyticum	lysate	D9R364	No	No	NA
C. saccharolyticum	lysate	D9R365	No	No	NA
C. saccharolyticum	lysate	D9R367	No	No	NA
C. saccharolyticum	lysate	D9R371	Yes	No	NA
C. saccharolyticum	lysate	D9R372	Yes	No	NA
C. saccharolyticum	lysate	D9R373	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R374	No	No	NA
C. saccharolyticum	lysate	D9R375	No	No	NA
C. saccharolyticum	lysate	D9R379	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R382	Yes	No	NA
C. saccharolyticum	lysate	D9R384	No	No	NA
C. saccharolyticum	lysate	D9R386	No	Yes	3.40.50.200
C. saccharolyticum	lysate	D9R391	No	No	NA
C. saccharolyticum	lysate	D9R395	Yes	No	NA
C. saccharolyticum	lysate	D9R396	No	No	NA
C. saccharolyticum	lysate	D9R397	No	No	NA
C. saccharolyticum	lysate	D9R398	No	No	NA
C. saccharolyticum	lysate	D9R3A0	No	No	NA
C. saccharolyticum	lysate	D9R3A2	No	Yes	3.40.50.450
C. saccharolyticum	lysate	D9R3A9	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R3B1	No	No	NA
C. saccharolyticum	lysate	D9R3B9	No	No	NA
C. saccharolyticum	lysate	D9R3C0	No	No	NA
C. saccharolyticum	lysate	D9R3C1	No	No	NA
C. saccharolyticum	lysate	D9R3C2	No	No	NA
C. saccharolyticum	lysate	D9R3C4	No	No	NA
C. saccharolyticum	lysate	D9R3C5	No	Yes	3.40.50.800
C. saccharolyticum	lysate	D9R3C7	No	No	NA
C. saccharolyticum	lysate	D9R3C8	No	No	NA
C. saccharolyticum	lysate	D9R3C9	Yes	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R3E2	No	Yes	3.40.50.360
C. saccharolyticum	lysate	D9R3E4	No	Yes	3.40.50.620
C. saccharolyticum	lysate	D9R3F0	No	No	NA
C. saccharolyticum	lysate	D9R3F1	Yes	No	NA
C. saccharolyticum	lysate	D9R3F5	No	No	NA
C. saccharolyticum	lysate	D9R3F6	No	Yes	3.40.50.9100
C. saccharolyticum	lysate	D9R3F7	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R3F8	No	No	NA
C. saccharolyticum	lysate	D9R3G1	No	No	NA
C. saccharolyticum	lysate	D9R3G2	No	No	NA
C. saccharolyticum	lysate	D9R3G3	No	No	NA
C. saccharolyticum	lysate	D9R3G4	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3G5	No	No	NA
C. saccharolyticum	lysate	D9R3G6	No	No	NA
C. saccharolyticum	lysate	D9R3G7	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3G8	Yes	Yes	3.40.50.1820
C. saccharolyticum	lysate	D9R3G9	No	Yes	3.40.50.1950
C. saccharolyticum	lysate	D9R3H0	Yes	No	NA
C. saccharolyticum	lysate	D9R3H2	No	No	NA
C. saccharolyticum	lysate	D9R3H3	No	No	NA
C. saccharolyticum	lysate	D9R3H4	No	No	NA
C. saccharolyticum	lysate	D9R3H5	No	No	NA
C. saccharolyticum	lysate	D9R3H7	Yes	Yes	3.40.50.10580
C. saccharolyticum	lysate	D9R3H8	No	No	NA
C. saccharolyticum	lysate	D9R3I0	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3I3	No	No	NA
C. saccharolyticum	lysate	D9R3I7	No	No	NA
C. saccharolyticum	lysate	D9R3I8	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3J4	No	No	NA
C. saccharolyticum	lysate	D9R3J7	No	No	NA
C. saccharolyticum	lysate	D9R3J8	No	No	NA
C. saccharolyticum	lysate	D9R3J9	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3K2	No	No	NA
C. saccharolyticum	lysate	D9R3K5	No	No	NA
C. saccharolyticum	lysate	D9R3K7	No	No	NA
C. saccharolyticum	lysate	D9R3K8	No	No	NA
C. saccharolyticum	lysate	D9R3L0	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R3L2	No	No	NA
C. saccharolyticum	lysate	D9R3L3	No	No	NA
C. saccharolyticum	lysate	D9R3L4	No	No	NA
C. saccharolyticum	lysate	D9R3L7	No	No	NA
C. saccharolyticum	lysate	D9R3L8	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3M2	No	No	NA
C. saccharolyticum	lysate	D9R3M8	No	No	NA
C. saccharolyticum	lysate	D9R3M9	No	No	NA
C. saccharolyticum	lysate	D9R3N0	No	No	NA
C. saccharolyticum	lysate	D9R3N1	No	No	NA
C. saccharolyticum	lysate	D9R3N2	No	No	NA
C. saccharolyticum	lysate	D9R3N3	No	No	NA
C. saccharolyticum	lysate	D9R3N4	No	No	NA
C. saccharolyticum	lysate	D9R3N6	No	Yes	3.40.50.1950
C. saccharolyticum	lysate	D9R3N7	No	No	NA
C. saccharolyticum	lysate	D9R3P0	No	No	NA
C. saccharolyticum	lysate	D9R3P2	No	No	NA
C. saccharolyticum	lysate	D9R3P3	No	No	NA
C. saccharolyticum	lysate	D9R3P4	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3P9	No	No	NA
C. saccharolyticum	lysate	D9R3Q1	No	No	NA
C. saccharolyticum	lysate	D9R3Q2	No	Yes	3.40.50.510
C. saccharolyticum	lysate	D9R3Q3	No	Yes	3.40.50.10490
C. saccharolyticum	lysate	D9R3Q5	No	No	NA
C. saccharolyticum	lysate	D9R3Q7	No	No	NA
C. saccharolyticum	lysate	D9R3Q8	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3Q9	No	No	NA
C. saccharolyticum	lysate	D9R3R2	No	Yes	3.40.50.1970
C. saccharolyticum	lysate	D9R3R3	No	No	NA
C. saccharolyticum	lysate	D9R3R4	No	No	NA
C. saccharolyticum	lysate	D9R3R5	No	No	NA
C. saccharolyticum	lysate	D9R3R6	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3R7	No	Yes	3.40.50.1820
C. saccharolyticum	lysate	D9R3R8	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R3R9	No	No	NA
C. saccharolyticum	lysate	D9R3S0	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3S1	No	No	NA
C. saccharolyticum	lysate	D9R3S2	Yes	No	NA
C. saccharolyticum	lysate	D9R3S5	No	No	NA
C. saccharolyticum	lysate	D9R3S6	No	No	NA
C. saccharolyticum	lysate	D9R3T1	No	No	NA
C. saccharolyticum	lysate	D9R3T2	No	No	NA
C. saccharolyticum	lysate	D9R3T3	No	No	NA
C. saccharolyticum	lysate	D9R3T4	No	No	NA
C. saccharolyticum	lysate	D9R3T5	No	Yes	3.40.50.790
C. saccharolyticum	lysate	D9R3T6	No	No	NA
C. saccharolyticum	lysate	D9R3T7	Yes	No	NA
C. saccharolyticum	lysate	D9R3T8	No	No	NA
C. saccharolyticum	lysate	D9R3U7	No	No	NA
C. saccharolyticum	lysate	D9R3V0	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3V2	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3V3	No	No	NA
C. saccharolyticum	lysate	D9R3V4	No	No	NA
C. saccharolyticum	lysate	D9R3V5	No	Yes	3.40.50.150
C. saccharolyticum	lysate	D9R3V6	No	No	NA
C. saccharolyticum	lysate	D9R3W1	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3W3	Yes	No	NA
C. saccharolyticum	lysate	D9R3W4	No	No	NA
C. saccharolyticum	lysate	D9R3W5	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3W7	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3W8	No	Yes	3.40.50.1170
C. saccharolyticum	lysate	D9R3X0	No	No	NA
C. saccharolyticum	lysate	D9R3X2	No	No	NA
C. saccharolyticum	lysate	D9R3X3	No	No	NA
C. saccharolyticum	lysate	D9R3X4	No	No	NA
C. saccharolyticum	lysate	D9R3X6	Yes	No	NA
C. saccharolyticum	lysate	D9R3X7	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R3X9	Yes	No	NA
C. saccharolyticum	lysate	D9R3Y0	No	Yes	3.40.50.300
C. saccharolyticum	lysate	D9R3Y2	No	No	NA
C. saccharolyticum	lysate	D9R3Y3	No	No	NA
C. saccharolyticum	lysate	D9R3Y5	No	No	NA
C. saccharolyticum	lysate	D9R3Y7	No	Yes	3.40.50.1100
C. saccharolyticum	lysate	D9R3Y9	No	No	NA
C. saccharolyticum	lysate	D9R3Z0	No	No	NA
C. saccharolyticum	lysate	D9R3Z1	No	No	NA
C. saccharolyticum	lysate	D9R3Z3	No	No	NA
C. saccharolyticum	lysate	D9R3Z4	Yes	No	NA
C. saccharolyticum	lysate	D9R3Z5	No	Yes	3.40.50.720
C. saccharolyticum	lysate	D9R3Z6	No	Yes	3.40.50.2300
C. saccharolyticum	lysate	D9R3Z7	No	No	NA
C. saccharolyticum	lysate	D9R3Z8	No	No	NA
C. saccharolyticum	lysate	D9R401	No	No	NA
C. saccharolyticum	lysate	D9R404	No	No	NA
C. saccharolyticum	lysate	D9R406	No	No	NA
C. saccharolyticum	lysate	D9R407	No	Yes	3.40.50.1000
C. saccharolyticum	lysate	D9R408	No	Yes	3.40.50.1580
