KEGG id,Name,Sum formula,Monoisotopic mass,CAS number,PubChem id,ChEBI id,KNApSAcK id
cpd:C00320,Thiosulfate,HS2O3,112.9367,n.a,3614,33539,n.a.
cpd:C00322,2-Oxoadipate,C6H8O5,160.0372,3184-35-8,3616,15753,C00000770
cpd:C00323,Caffeoyl-CoA,C30H42N7O19P3S,929.1469,53034-79-0,3617,15518,C00007281
cpd:C00324,Ferricyanide,C6FeN6,211.9534,13408-62-3,3618,5020,n.a.
cpd:C00325,GDP-L-fucose,C16H25N5O15P2,589.0822,n.a,3619,13332,n.a.
cpd:C00326,Glycoprotein,n.a.,0,n.a,3620,17089,n.a.
cpd:C00327,L-Citrulline,C6H13N3O3,175.0957,372-75-8,3621,16349,C00001348
cpd:C00328,L-Kynurenine,C10H12N2O3,208.0848,2922-83-0,3622,16946,n.a.
cpd:C00329,D-Glucosamine,C6H13NO5,179.0794,3416-24-8,3623,47977,n.a.
cpd:C00330,Deoxyguanosine,C10H13N5O4,267.0968,961-07-9,3624,17172,n.a.
cpd:C00331,Indolepyruvate,C11H9NO3,203.0582,392-12-1,3625,29750,C00007571
cpd:C00332,Acetoacetyl-CoA,C25H40N7O18P3S,851.1363,1420-36-6,3626,15345,C00007269
cpd:C00333,D-Galacturonate,C6H10O7,194.0427,685-73-4,3627,12952,C00001120
cpd:C00334,4-Aminobutanoate,C4H9NO2,103.0633,56-12-2,3628,16865,C00001337
cpd:C00337,(S)-Dihydroorotate,C5H6N2O4,158.0328,5988-19-2,3630,17025,C00007302
cpd:C00338,Lipopolysaccharide,n.a.,0,n.a,3631,16412,n.a.
cpd:C00339,Long-chain alcohol,CH3OR,0,n.a,3632,17135,n.a.
cpd:C00340,Reduced rubredoxin,n.a.,0,n.a,3633,n.a,n.a.
cpd:C00341,Geranyl diphosphate,C10H20O7P2,314.0684,n.a,3634,17211,C00000846
cpd:C00342,Thioredoxin,C10H14N4O4S2R4,0,52500-60-4,3635,15033,n.a.
cpd:C00343,Thioredoxin disulfide,C10H12N4O4S2R4,0,n.a,3636,18191,n.a.
cpd:C00344,Phosphatidylglycerol,C8H13O10PR2,0,n.a,3637,17517,n.a.
cpd:C00345,6-Phospho-D-gluconate,C6H13O10P,276.0246,n.a,3638,48928,C00007481
cpd:C00346,Ethanolamine phosphate,C2H8NO4P,141.0191,1071-23-4,3639,17553,n.a.
cpd:C00347,Long-chain carboxylate,C3H5O2R,0,n.a,3640,6526,n.a.
cpd:C00348,all-trans-Undecaprenyl phosphate,C55H91O4P,846.6655,n.a,3641,16141,C00019557
cpd:C00349,2-Methyl-3-oxopropanoate,C4H6O3,102.0317,n.a,3642,16256,n.a.
cpd:C00350,Phosphatidylethanolamine,C7H12NO8PR2,0,39382-08-6,3643,16038,n.a.
cpd:C00351,5'-Phosphooligonucleotide,C10H19O14P3R2(C5H8O5PR)n,0,n.a,3644,n.a,n.a.
cpd:C00352,D-Glucosamine 6-phosphate,C6H14NO8P,259.0457,3616-42-0,3645,15873,C00019580
cpd:C00353,Geranylgeranyl diphosphate,C20H36O7P2,450.1936,6699-20-3,3646,48861,C00000908
cpd:C00354,"D-Fructose 1,6-bisphosphate",C6H14O12P2,339.996,488-69-7,3647,16905,C00007386
cpd:C00355,"3,4-Dihydroxy-L-phenylalanine",C9H11NO4,197.0688,59-92-7,3648,15765,C00001357
cpd:C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,911.1575,1553-55-5,3649,15467,C00007270
cpd:C00357,N-Acetyl-D-glucosamine 6-phosphate,C8H16NO9P,301.0563,n.a,3650,15784,n.a.
cpd:C00360,dAMP,C10H14N5O6P,331.0682,653-63-4,3651,17713,n.a.
cpd:C00361,dGDP,C10H15N5O10P2,427.0294,n.a,3652,28862,n.a.
cpd:C00362,dGMP,C10H14N5O7P,347.0631,902-04-5,3653,16192,C00019356
cpd:C00363,dTDP,C10H16N2O11P2,402.0229,491-97-4,3654,18075,C00019696
cpd:C00364,dTMP,C10H15N2O8P,322.0566,365-07-1,3655,17013,C00019637
cpd:C00365,dUMP,C9H13N2O8P,308.041,964-26-1,3656,17622,C00019282
cpd:C00366,Urate,C5H4N4O3,168.0283,69-93-2,3657,17775,C00007301
cpd:C00367,Casein,n.a.,0,9000-71-9,3658,n.a,n.a.
cpd:C00369,Starch,(C12H20O10)n,0,9005-25-8,3659,28017,n.a.
cpd:C00370,Sterol,C17H28O,248.214,n.a,3660,15889,n.a.
cpd:C00371,Zeatin,C10H13N5O,219.112,1637-39-4,3661,16522,C00000091
cpd:C00372,Dextran,(C12H20O10)n,0,9004-54-0,3662,18269,n.a.
cpd:C00373,Elastin,n.a.,0,9007-58-3,3663,n.a,n.a.
cpd:C00374,Heparin,(C26H40N2O36S5)n,0,9005-49-6,3664,28304,n.a.
cpd:C00375,Primary amine,CH4NR,0,n.a,3665,17062,n.a.
cpd:C00376,Retinal,C20H28O,284.214,116-31-4,3666,17898,n.a.
cpd:C00377,Steroid,n.a.,0,n.a,3667,35341,n.a.
cpd:C00378,Thiamine,C12H17N4OS,265.1123,n.a,3668,18385,C00000775
cpd:C00379,Xylitol,C5H12O5,152.0685,87-99-0,3669,17151,n.a.
cpd:C00380,Cytosine,C4H5N3O,111.0433,71-30-7,3670,16040,C00001498
cpd:C00381,Dolichol,C20H36O(C5H8)n,0,n.a,3671,16091,n.a.
cpd:C00383,Malonate,C3H4O4,104.011,141-82-2,3673,30794,C00001193
cpd:C00384,Neomycin,C12H25N4O5R,0,1404-04-2,3674,7507,n.a.
cpd:C00385,Xanthine,C5H4N4O2,152.0334,69-89-6,3675,17712,C00019660
cpd:C00386,Carnosine,C9H14N4O3,226.1066,305-84-0,3676,15727,n.a.
cpd:C00387,Guanosine,C10H13N5O5,283.0917,118-00-3,3677,16750,C00019679
cpd:C00388,Histamine,C5H9N3,111.0796,51-45-6,3678,18295,C00001414
cpd:C00389,Quercetin,C15H10O7,302.0427,117-39-5,3679,16243,C00004631
cpd:C00390,Ubiquinol,C14H20O4(C5H8)n,0,56275-39-9,3680,17976,n.a.
cpd:C00391,Calmodulin,n.a.,0,n.a,3681,n.a,n.a.
cpd:C00392,Mannitol,C6H14O6,182.079,69-65-8,3682,16899,C00001165
cpd:C00393,Fibrinogen,n.a.,0,9001-32-5,3683,n.a,n.a.
cpd:C00394,GDP-glucose,C16H25N5O16P2,605.0772,n.a,3684,17383,n.a.
cpd:C00395,Penicillin,C9H11N2O4SR,0,n.a,3685,17334,n.a.
cpd:C00396,Pyrimidine,C4H4N2,80.0374,n.a,3686,16898,n.a.
cpd:C00397,Tobramycin,C18H37N5O9,467.2591,32986-56-4,3687,28864,n.a.
cpd:C00398,Tryptamine,C10H12N2,160.1,61-54-1,3688,16765,C00001434
cpd:C00399,Ubiquinone,C14H18O4(C5H8)n,0,1339-63-5,3689,16389,n.a.
cpd:C00400,(-)-Menthol,C10H20O,156.1514,2216-51-5,3690,15409,C00000810
cpd:C00401,Chondroitin,(C14H21NO11)n,0,n.a,3691,16137,n.a.
cpd:C00402,D-Aspartate,C4H7NO4,133.0375,1783-96-6,3692,17364,n.a.
cpd:C00403,Polypeptide,C4H6N2O3R2(C2H2NOR)n,0,n.a,3693,15841,n.a.
cpd:C00404,Polyphosphate,H4P2O7(HPO3)n,0,n.a,3694,16838,n.a.
cpd:C00405,D-Amino acid,C2H4NO2R,0,n.a,3695,16733,n.a.
cpd:C00406,Feruloyl-CoA,C31H44N7O19P3S,943.1626,n.a,3696,15511,C00007264
cpd:C00407,L-Isoleucine,C6H13NO2,131.0946,73-32-5,3697,17191,C00001374
cpd:C00408,L-Pipecolate,C6H11NO2,129.079,3105-95-1,3698,30633,C00000210
cpd:C00409,Methanethiol,CH4S,48.0034,74-93-1,3699,16007,C00001258
cpd:C00410,Progesterone,C21H30O2,314.2246,57-83-0,3700,17026,C00034649
cpd:C00411,Sinapoyl-CoA,C32H46N7O20P3S,973.1731,54429-80-0,3701,15540,C00007283
cpd:C00412,Stearoyl-CoA,C39H70N7O17P3S,1033.3762,362-66-3,3702,15541,n.a.
cpd:C00413,Streptomycin,C21H39N7O12,581.2657,57-92-1,3703,17076,n.a.
cpd:C00414,Cyclohexanone,C6H10O,98.0732,108-94-1,3704,17854,n.a.
cpd:C00415,Dihydrofolate,C19H21N7O6,443.1553,4033-27-6,3705,15633,C00007248
cpd:C00416,Phosphatidate,C5H7O8PR2,0,n.a,3706,16337,n.a.
cpd:C00417,cis-Aconitate,C6H6O6,174.0164,585-84-2,3707,32805,C00001177
cpd:C00418,(R)-Mevalonate,C6H12O4,148.0736,17817-88-8,3708,17710,C00001195
cpd:C00419,Polynucleotide,C10H17O10PR2(C5H8O6PR)n,0,n.a,3709,15986,n.a.
cpd:C00420,Polysaccharide,C12H22O11(C6H10O5)n,0,n.a,3710,18154,n.a.
cpd:C00422,Triacylglycerol,C6H5O6R3,0,n.a,3712,17855,n.a.
cpd:C00423,trans-Cinnamate,C9H8O2,148.0524,140-10-3,3713,35697,C00000170
cpd:C00424,(S)-Lactaldehyde,C3H6O2,74.0368,3913-64-2,3714,18041,C00019649
cpd:C00426,Dermatan sulfate,(C14H18NO11R3)n,0,24967-94-0,3716,18376,n.a.
cpd:C00427,Prostaglandin H2,C20H32O5,352.225,42935-17-1,3717,15554,n.a.
cpd:C00429,"5,6-Dihydrouracil",C4H6N2O2,114.0429,504-07-4,3718,15901,n.a.
cpd:C00430,5-Aminolevulinate,C5H9NO3,131.0582,106-60-5,3719,17549,C00007378
cpd:C00431,5-Aminopentanoate,C5H11NO2,117.079,660-88-8,3720,15887,n.a.
cpd:C00433,"2,5-Dioxopentanoate",C5H6O4,130.0266,n.a,3722,17415,n.a.
cpd:C00434,Double-stranded DNA,C10H17O8PR2(C5H8O5PR)n.,0,n.a,3723,4705,n.a.
cpd:C00435,Oxidized rubredoxin,n.a.,0,n.a,3724,n.a,n.a.
cpd:C00436,N-Carbamoylputrescine,C5H13N3O,131.1059,6851-51-0,3725,17902,C00001404
cpd:C00437,N-Acetylornithine,C7H14N2O3,174.1004,09/08/6205,3726,16543,n.a.
cpd:C00438,N-Carbamoyl-L-aspartate,C5H8N2O5,176.0433,n.a,3727,15859,C00007265
cpd:C00439,N-Formimino-L-glutamate,C6H10N2O4,174.0641,n.a,3728,7274,n.a.
cpd:C00440,5-Methyltetrahydrofolate,C20H25N7O6,459.1866,134-35-0,3729,15641,C00007252
cpd:C00441,L-Aspartate 4-semialdehyde,C4H7NO3,117.0426,n.a,3730,13086,C00007469
cpd:C00444,5'-Phosphooligoribonucleotide,C10H19O16P3R2(C5H8O6PR)n,0,n.a,3732,n.a,n.a.
cpd:C00445,"5,10-Methenyltetrahydrofolate",C20H22N7O6,456.1632,n.a,3733,15638,n.a.
cpd:C00446,alpha-D-Galactose 1-phosphate,C6H13O9P,260.0297,2255-14-3,3734,17973,C00007391
cpd:C00447,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,370.0066,815-91-8,3735,17969,n.a.
cpd:C00448,"trans,trans-Farnesyl diphosphate",C15H28O7P2,382.131,372-97-4,3736,17407,C00000907
cpd:C00449,"N6-(L-1,3-Dicarboxypropyl)-L-lysine",C11H20N2O6,276.1321,997-68-2,3737,16927,C00007227
cpd:C00450,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate",C6H9NO2,127.0633,n.a,3738,49014,n.a.
cpd:C00451,"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate",C6H8O7,192.027,6061-97-8,3739,151,C00001188
cpd:C00454,NDP,C5H11O10P2R,0,n.a,3740,16862,n.a.
cpd:C00455,Nicotinamide D-ribonucleotide,C11H15N2O8P,334.0566,1094-61-7,3741,16171,C00019694
cpd:C00458,dCTP,C9H16N3O13P3,466.9896,2056-98-6,3742,16311,n.a.
cpd:C00459,dTTP,C10H17N2O14P3,481.9893,n.a,3743,18077,n.a.
cpd:C00460,dUTP,C9H15N2O14P3,467.9736,n.a,3744,17625,C00019636
cpd:C00461,Chitin,(C8H13NO5)n,0,1398-61-4,3745,17029,n.a.
cpd:C00462,Halide,HX,0,n.a,3746,16042,n.a.
cpd:C00463,Indole,C8H7N,117.0578,120-72-9,3747,16881,C00001418
cpd:C00464,Mannan,n.a.,0,52002-03-6,3748,28808,n.a.
cpd:C00466,Acetoin,C4H8O2,88.0524,513-86-0,3750,15688,n.a.
cpd:C00468,Estrone,C18H22O2,270.162,53-16-7,3751,17263,C00003663
cpd:C00469,Ethanol,C2H6O,46.0419,64-17-5,3752,16236,C00019560
cpd:C00470,Pectate,C12H18O13(C6H8O6)n-2,0,n.a,3753,15446,n.a.
cpd:C00472,p-Benzoquinone,C6H4O2,108.0211,106-51-4,3755,16509,n.a.
cpd:C00473,Retinol,C20H30O,286.2297,68-26-8,3756,17336,C00031437
cpd:C00474,Ribitol,C5H12O5,152.0685,488-81-3,3757,15963,C00001171
cpd:C00475,Cytidine,C9H13N3O5,243.0855,65-46-3,3758,17562,C00042440
cpd:C00476,D-Lyxose,C5H10O5,150.0528,1114-34-7,3759,16789,n.a.
cpd:C00477,Ecdysone,C27H44O6,464.3138,3604-87-3,3760,16688,C00003651
cpd:C00478,Lichenin,C6H10O5,162.0528,1402-10-4,3761,6452,n.a.
cpd:C00479,Propanal,C3H6O,58.0419,123-38-6,3762,17153,n.a.
cpd:C00480,Pullulan,(C36H60O30)n,0,07/02/9057,3763,27941,n.a.
cpd:C00481,Pyrazole,C3H4N2,68.0374,288-13-1,3764,17241,n.a.
cpd:C00482,Sinapate,C11H12O5,224.0685,530-59-6,3765,15714,C00002776
cpd:C00483,Tyramine,C8H11NO,137.0841,51-67-2,3766,15760,C00001435
cpd:C00484,Arylamide,C7H6NOR,0,n.a,3767,2862,n.a.
cpd:C00486,Bilirubin,C33H36N4O6,584.2635,635-65-4,3769,16990,C00029828
cpd:C00487,Carnitine,C7H16NO3,162.113,406-76-8,3770,3424,n.a.
cpd:C00488,Formamide,CH3NO,45.0215,75-12-7,3771,16397,n.a.
cpd:C00489,Glutarate,C5H8O4,132.0423,110-94-1,3772,17859,C00001184
cpd:C00490,Itaconate,C5H6O4,130.0266,97-65-4,3773,30838,C00033964
cpd:C00491,L-Cystine,C6H12N2O4S2,240.0238,56-89-3,3774,16283,C00001352
cpd:C00492,Raffinose,C18H32O16,504.169,512-69-6,3775,16634,C00001145
cpd:C00493,Shikimate,C7H10O5,174.0528,138-59-0,3776,16119,C00001203
cpd:C00494,Sisomicin,C19H37N5O7,447.2693,32385-11-8,3777,9169,n.a.
cpd:C00495,Sulochrin,C17H16O7,332.0896,519-57-3,3778,16159,C00000572
cpd:C00496,Ubiquitin,n.a.,0,60267-61-0,3779,n.a,n.a.
cpd:C00497,(R)-Malate,C4H6O5,134.0215,636-61-3,3780,30796,n.a.
cpd:C00498,ADP-glucose,C16H25N5O15P2,589.0822,n.a,3781,15751,n.a.
cpd:C00499,Allantoate,C4H8N4O4,176.0546,99-16-1,3782,30837,C00007470
cpd:C00500,Biliverdin,C33H34N4O6,582.2478,114-25-0,3783,17033,n.a.
cpd:C00501,CDP-glucose,C15H25N3O16P2,565.071,n.a,3784,28942,n.a.
cpd:C00502,D-Xylonate,C5H10O6,166.0477,526-91-0,3785,48093,n.a.
cpd:C00503,Erythritol,C4H10O4,122.0579,149-32-6,3786,17113,C00001161
cpd:C00504,Folate,C19H19N7O6,441.1397,59-30-3,3787,27470,C00001539
cpd:C00505,Gentamicin,n.a.,0,1403-66-3,3788,17833,n.a.
cpd:C00506,L-Cysteate,C3H7NO5S,169.0045,13100-82-8,3789,17285,n.a.
cpd:C00507,L-Rhamnose,C6H12O5,164.0685,3615-41-6,3790,62345,n.a.
cpd:C00508,L-Ribulose,C5H10O5,150.0528,2042-27-5,3791,16880,C00019634
cpd:C00509,Naringenin,C15H12O5,272.0685,480-41-1,3792,17846,C00000982
cpd:C00510,Oleoyl-CoA,C39H68N7O17P3S,1031.3605,n.a,3793,15534,n.a.
cpd:C00511,Acrylic acid,C3H4O2,72.0211,79-10-7,3794,18308,C00034423
cpd:C00512,S-Benzoate coenzyme A,C28H40N7O17P3S,871.1414,6756-74-7,3795,15515,n.a.
cpd:C00513,CDP-glycerol,C12H21N3O13P2,477.055,n.a,3796,17885,n.a.
cpd:C00514,D-Mannonate,C6H12O7,196.0583,642-99-9,3797,17767,n.a.
cpd:C00515,D-Ornithine,C5H12N2O2,132.0899,348-66-3,3798,16176,n.a.
cpd:C00516,Fibronectin,n.a.,0,n.a,3799,5058,n.a.
cpd:C00517,Hexadecanal,C16H32O,240.2453,629-80-1,3800,17600,C00007542
cpd:C00518,Hyaluronate,(C14H21NO12)n,0,9004-61-9,3801,16336,n.a.
cpd:C00519,Hypotaurine,C2H7NO2S,109.0197,300-84-5,3802,16668,n.a.
cpd:C00521,(-)-Limonene,C10H16,136.1252,5989-54-8,3804,15383,C00000803
cpd:C00522,(R)-Pantoate,C6H12O4,148.0736,470-29-1,3805,14737,C00007622
cpd:C00523,Androsterone,C19H30O2,290.2246,53-41-8,3806,16032,n.a.
cpd:C00524,Cytochrome c,C42H44FeN8O8S2R4,0,9007-43-6,3807,18070,n.a.
cpd:C00525,D-Tryptophan,C11H12N2O2,204.0899,153-94-6,3808,16296,n.a.
cpd:C00526,Deoxyuridine,C9H12N2O5,228.0746,951-78-0,3809,16450,C00019697
cpd:C00527,Glutaryl-CoA,C26H42N7O19P3S,881.1469,3131-84-8,3810,15524,n.a.
cpd:C00528,Glycopeptide,C36H64N8O17,880.4389,n.a,3811,n.a,n.a.
cpd:C00530,Hydroquinone,C6H6O2,110.0368,123-31-9,3812,17594,C00002656
cpd:C00531,Itaconyl-CoA,C26H40N7O19P3S,879.1313,n.a,3813,15528,n.a.
cpd:C00532,L-Arabitol,C5H12O5,152.0685,7643-75-6,3814,18403,n.a.
cpd:C00533,Nitric oxide,NO,29.998,10102-43-9,3815,16480,n.a.
cpd:C00534,Pyridoxamine,C8H12N2O2,168.0899,85-87-0,3816,16410,C00007504
cpd:C00535,Testosterone,C19H28O2,288.2089,58-22-0,3817,17347,C00003675
cpd:C00536,Triphosphate,H5P3O10,257.9096,n.a,3818,18036,n.a.
cpd:C00538,2-Oxoaldehyde,C2HO2R,0,n.a,3819,27659,n.a.
cpd:C00539,Aromatic acid,C7H6O2,122.0368,n.a,3820,30746,n.a.
cpd:C00540,Cinnamoyl-CoA,C30H42N7O17P3S,897.1571,n.a,3821,15463,C00007263
cpd:C00541,Cob(II)alamin,C62H88CoN13O14P,1328.5643,14463-33-3,3822,16304,n.a.
cpd:C00542,Cystathionine,C7H14N2O4S,222.0674,535-34-2,3823,17755,n.a.
cpd:C00543,Dimethylamine,C2H7N,45.0578,124-40-3,3824,17170,n.a.
cpd:C00544,Homogentisate,C8H8O4,168.0423,451-13-8,3825,44747,C00007309
cpd:C00545,L-Arabinonate,C5H10O6,166.0477,608-53-7,3826,16501,n.a.
cpd:C00546,Methylglyoxal,C3H4O2,72.0211,78-98-8,3827,17158,C00007562
cpd:C00547,L-Noradrenaline,C8H11NO3,169.0739,51-41-2,3828,18357,C00001424
cpd:C00548,Phenyl acetate,C8H8O2,136.0524,122-79-2,3829,8082,n.a.
cpd:C00549,RNA (poly(U)),C18H23N4O14P(C9H11N2O8P)n,0,n.a,3830,8758,n.a.
cpd:C00550,Sphingomyelin,C24H49N2O6PR,0,n.a,3831,17636,n.a.
cpd:C00551,beta-D-Glucan,n.a.,0,9041-22-9,3832,28793,n.a.
cpd:C00552,meso-Tartaric acid,C4H6O6,150.0164,147-73-9,3833,15673,n.a.
cpd:C00553,(+)-Neomenthol,C10H20O,156.1514,2216-52-6,3834,15402,C00000825
cpd:C00555,4-Aminobutyraldehyde,C4H9NO,87.0684,n.a,3835,17769,C00019656
cpd:C00556,Benzyl alcohol,C7H8O,108.0575,100-51-6,3836,17987,C00029811
cpd:C00557,Cyclopentanone,C5H8O,84.0575,120-92-3,3837,16486,n.a.
cpd:C00558,D-Tagaturonate,C6H10O7,194.0427,n.a,3838,17886,n.a.
cpd:C00559,Deoxyadenosine,C10H13N5O3,251.1018,958-09-8,3839,17256,C00019281
cpd:C00561,Mandelonitrile,C8H7NO,133.0528,n.a,3841,16910,n.a.
cpd:C00562,Phosphoprotein,n.a.,0,n.a,3842,n.a,n.a.
cpd:C00563,Phosphoramidon,C23H34N3O10P,543.1982,36357-77-4,3843,45353,C00017972
cpd:C00565,Trimethylamine,C3H9N,59.0735,75-50-3,3844,18139,C00001433
cpd:C00566,(3S)-Citryl-CoA,C27H42N7O22P3S,941.1316,n.a,3845,15459,n.a.
cpd:C00568,4-Aminobenzoate,C7H7NO2,137.0477,150-13-0,3847,30753,C00001401
cpd:C00569,Arabinogalactan,n.a.,0,9036-66-2,3848,27569,n.a.
cpd:C00570,CDP-ethanolamine,C11H20N4O11P2,446.0604,3036-18-8,3849,16732,n.a.
cpd:C00571,Cyclohexylamine,C6H13N,99.1048,108-91-8,3850,15773,C00044142
cpd:C00573,Keratan sulfate,(C28H46N2O29S3)n,0,n.a,3852,18331,n.a.
cpd:C00574,beta-D-Fucoside,C6H11O5R,0,n.a,3853,28419,n.a.
cpd:C00575,"3',5'-Cyclic AMP",C10H12N5O6P,329.0525,60-92-4,3854,17489,C00001497
cpd:C00576,Betaine aldehyde,C5H12NO,102.0919,7418-61-3,3855,15710,n.a.
cpd:C00577,D-Glyceraldehyde,C3H6O3,90.0317,453-17-8,3856,17378,n.a.
cpd:C00579,Dihydrolipoamide,C8H17NOS2,207.0752,3884-47-7,3858,17694,n.a.
cpd:C00580,Dimethyl sulfide,C2H6S,62.019,75-18-3,3859,17437,n.a.
cpd:C00581,Guanidinoacetate,C3H7N3O2,117.0538,352-97-6,3860,16344,n.a.
cpd:C00582,Phenylacetyl-CoA,C29H42N7O17P3S,885.1571,n.a,3861,15537,C00007536
cpd:C00583,"Propane-1,2-diol",C3H8O2,76.0524,57-55-6,3862,16997,C00007410
cpd:C00584,Prostaglandin E2,C20H32O5,352.225,363-24-6,3863,15551,n.a.
cpd:C00585,Protein tyrosine,C10H10N2O3R2,0,n.a,3864,n.a,n.a.
cpd:C00586,2-Deoxy-D-glucose,C6H12O5,164.0685,154-17-6,3865,15866,n.a.
cpd:C00587,3-Hydroxybenzoate,C7H6O3,138.0317,99-06-9,3866,30764,C00040822
cpd:C00588,Choline phosphate,C5H15NO4P,184.0739,107-73-3,3867,18132,C00007299
cpd:C00590,Coniferyl alcohol,C10H12O3,180.0786,32811-40-8,3869,17745,C00000614
cpd:C00591,N-Acylneuraminate,C10H16NO9R,0,n.a,3870,16498,n.a.
cpd:C00593,Sulfoacetaldehyde,C2H4O4S,123.983,32797-12-9,3872,17717,C00000763
cpd:C00596,"2-Hydroxy-2,4-pentadienoate",C5H6O3,114.0317,159694-16-3,3873,1113,n.a.
cpd:C00597,Glycerate 3-phosphate,C3H7O7P,185.9929,n.a,3874,17050,C00007286
cpd:C00599,Cholest-4-en-3-one,C27H44O,384.3392,601-57-0,3875,16175,C00036093
cpd:C00601,Phenylacetaldehyde,C8H8O,120.0575,122-78-1,3876,16424,C00007535
cpd:C00602,beta-D-Galactoside,C6H11O6R,0,n.a,3877,28034,n.a.
cpd:C00603,(-)-Ureidoglycolate,C3H6N2O4,134.0328,n.a,3878,15412,C00007466
cpd:C00604,"1,10-Phenanthroline",C12H8N2,180.0687,66-71-7,3879,44975,n.a.
cpd:C00605,"2,3-Dehydroacyl-CoA",C24H37N7O17P3SR,0,n.a,3880,15469,n.a.
cpd:C00606,3-Sulfino-L-alanine,C3H7NO4S,153.0096,1115-65-7,3881,16345,n.a.
cpd:C00607,Chondroitin sulfate,(C14H18NO11R3)n,0,9007-28-7,3882,37397,n.a.
cpd:C00608,Deoxyribonucleotide,C5H10O6PR,0,n.a,3883,n.a,n.a.
cpd:C00609,Long-chain aldehyde,C3H5OR,0,n.a,3884,17176,n.a.
cpd:C00611,N-Acetyllactosamine,C14H25NO11,383.1428,32181-59-2,3885,16153,n.a.
cpd:C00612,N1-Acetylspermidine,C9H21N3O,187.1685,n.a,3886,17927,n.a.
cpd:C00613,Protein-L-arginine,C7H13N5O2R2,0,n.a,3887,28224,n.a.
cpd:C00614,Protein glutamate,C6H8N2O4R2,0,n.a,3888,n.a,n.a.
cpd:C00615,Protein histidine,C7H8N4O2R2,0,n.a,3889,n.a,n.a.
cpd:C00616,Quercetin 3-sulfate,C15H10O10S,381.9995,n.a,3890,17730,C00004956
cpd:C00617,UDP-D-galacturonate,C15H22N2O18P2,580.0343,n.a,3891,16085,n.a.
cpd:C00618,3-Dehydro-L-gulonate,C6H10O7,194.0427,n.a,3892,16142,n.a.
cpd:C00619,3-Oxo-delta4-steroid,C19H28O,272.214,n.a,3893,47909,n.a.
cpd:C00620,alpha-D-Ribose 1-phosphate,C5H11O8P,230.0192,n.a,3894,16300,n.a.
cpd:C00621,Dolichyl diphosphate,C20H38O7P2(C5H8)n,0,n.a,3895,15750,n.a.
cpd:C00623,sn-Glycerol 1-phosphate,C3H9O6P,172.0137,5746-57-6,3896,16221,n.a.
cpd:C00624,N-Acetyl-L-glutamate,C7H11NO5,189.0637,1188-37-0,3897,17533,n.a.
cpd:C00625,N-Acyl-D-mannosamine,C7H12NO6R,0,n.a,3898,16062,n.a.
cpd:C00627,Pyridoxine phosphate,C8H12NO6P,249.0402,447-05-2,3900,28803,C00007505
cpd:C00628,"2,5-Dihydroxybenzoate",C7H6O4,154.0266,490-79-9,3901,17189,C00002648
cpd:C00630,2-Methylpropanoyl-CoA,C25H42N7O17P3S,837.1571,n.a,3903,15479,n.a.
cpd:C00631,2-Phospho-D-glycerate,C3H7O7P,185.9929,n.a,3904,17835,C00000123
cpd:C00632,3-Hydroxyanthranilate,C7H7NO3,153.0426,548-93-6,3905,15793,C00007568
cpd:C00633,4-Hydroxybenzaldehyde,C7H6O2,122.0368,123-08-0,3906,17597,C00002657
cpd:C00634,Chondroitin 4-sulfate,(C14H21NO14S)n,0,24967-93-9,3907,18250,n.a.
cpd:C00635,Chondroitin 6-sulfate,(C14H21NO14S)n,0,25322-46-7,3908,18296,n.a.
cpd:C00636,D-Mannose 1-phosphate,C6H13O9P,260.0297,n.a,3909,18205,C00007389
cpd:C00637,Indole-3-acetaldehyde,C10H9NO,159.0684,2591-98-2,3910,18086,C00000109
cpd:C00638,Long-chain fatty acid,C3H5O2R,0,n.a,3911,15904,n.a.
cpd:C00639,Prostaglandin F2alpha,C20H34O5,354.2406,551-11-1,3912,15553,n.a.
cpd:C00640,(3S)-3-Hydroxyacyl-CoA,C24H39N7O18P3SR,0,n.a,3913,15455,n.a.
cpd:C00641,"1,2-Diacyl-sn-glycerol",C5H6O5R2,0,n.a,3914,17815,n.a.
cpd:C00642,4-Hydroxyphenylacetate,C8H8O3,152.0473,156-38-7,3915,18101,n.a.
cpd:C00643,5-Hydroxy-L-tryptophan,C11H12N2O3,220.0848,08/09/4350,3916,17780,C00001371
cpd:C00644,D-Mannitol 1-phosphate,C6H15O9P,262.0454,15806-48-1,3917,16298,C00019638
cpd:C00645,N-Acetyl-D-mannosamine,C8H15NO6,221.0899,3615-17-6,3918,17122,C00019583
cpd:C00647,Pyridoxamine phosphate,C8H13N2O5P,248.0562,529-96-4,3919,18335,C00007506
cpd:C00650,4-Hydroxymandelonitrile,C8H7NO2,149.0477,n.a,3921,18115,C00034140
cpd:C00651,4-Methylene-L-glutamate,C6H9NO4,159.0532,n.a,3922,48031,n.a.
cpd:C00652,"D-Arabinono-1,4-lactone",C5H8O5,148.0372,04/09/2782,3923,16292,n.a.
cpd:C00653,Poly(ribitol phosphate),(C5H11O7P)n,0,n.a,3924,16051,n.a.
