annotation	cutoff.trusted	cutoff.noise	type	ec
TIGR02324	256.3	153.25	equivalog	
TIGR02325	156.8	155.35	equivalog	
TIGR02326	400.8	339.35	equivalog	2.6.1.37
TIGR02327	39.65	30.65	hypoth_equivalog	
TIGR02328	121.15	30.9	hypoth_equivalog	
TIGR02329	499.2	428.2	equivalog	
TIGR02330	458	330.7	equivalog	4.2.1.79
TIGR02331	35.25	24.05	repeat	
TIGR02332	615.4	527.9	equivalog	
TIGR02333	1419.85	1137.3	equivalog	4.2.1.99
TIGR02334	440.55	415.9	equivalog	
TIGR02335	407.55	84.5	equivalog	3.11.1.2
TIGR02336	560.3	263	equivalog	2.4.1.211
TIGR02337	121.2	88.55	equivalog	
TIGR02338	73	49.65	equivalog	
TIGR02339	671.1	539.8	subfamily	
TIGR02340	800.2	506.05	equivalog	
TIGR02341	522.15	504	equivalog	
TIGR02342	695.35	516.4	equivalog	
TIGR02343	710.5	516.7	equivalog	
TIGR02344	553.45	530.4	equivalog	
TIGR02345	669.2	472.15	equivalog	
TIGR02346	455.9	422.25	equivalog	
TIGR02347	587.15	422.4	equivalog	
TIGR02348	582.1	306.8	equivalog	
TIGR02349	377.2	277.65	equivalog	
TIGR02350	822.55	641.45	equivalog	
TIGR02351	377.8	165.85	equivalog	
TIGR02352	250.8	222.75	equivalog	1.4.3.19
TIGR02353	423.1	97.8	hypoth_equivalog_domain	
TIGR02354	152.2	114.6	equivalog	
TIGR02355	376.55	340.15	equivalog	
TIGR02356	275.25	269.75	equivalog	2.7.7.73
TIGR02357	108.45	61.35	equivalog	
TIGR02358	309.85	170.55	hypoth_equivalog	
TIGR02359	84.35	33.75	equivalog	
TIGR02360	538.7	219.25	equivalog	1.14.13.2
TIGR02361	574.95	448.75	equivalog	2.7.1.29
TIGR02362	413.25	409.2	equivalog	
TIGR02363	406.25	393.9	equivalog	2.7.1.-
TIGR02364	98.25	96.95	equivalog_domain	
TIGR02365	138.3	136.2	equivalog	2.7.-.-
TIGR02366	129	82.05	hypoth_equivalog	
TIGR02367	178.15	177.85	equivalog_domain	6.1.1.26
TIGR02368	369.1	369	equivalog	2.1.1.249
TIGR02369	575.35	290.15	equivalog	2.1.1.250
TIGR02370	215.3	184.95	subfamily_domain	
TIGR02371	409.15	255.45	equivalog	1.4.1.1
TIGR02372	334.7	137.8	equivalog	6.2.1.12
TIGR02373	143.05	41.7	equivalog	
TIGR02374	578.35	442.75	equivalog_domain	1.7.1.4
TIGR02375	109.85	61.85	equivalog	
TIGR02376	296.3	169.1	equivalog	1.7.2.1
TIGR02377	136.15	96.2	subfamily	
TIGR02378	74.65	69.85	equivalog_domain	1.7.1.4
TIGR02379	434.85	340.3	subfamily	
TIGR02380	326.05	191.9	equivalog	2.7.8.33
TIGR02381	115.4	113	equivalog	
TIGR02382	195.1	95.1	equivalog	
TIGR02383	61.7	31.15	equivalog	
TIGR02384	45.65	33.45	subfamily	
TIGR02385	27.9	27	subfamily	
TIGR02386	963.5	919.3	equivalog	2.7.7.6
TIGR02387	975.9	969.35	equivalog	2.7.7.6
TIGR02388	467.4	461.75	equivalog	2.7.7.6
TIGR02389	420.65	310.25	equivalog	2.7.7.6
TIGR02390	1042.55	962.9	equivalog	2.7.7.6
TIGR02391	39.45	35.5	hypoth_equivalog_domain	
TIGR02392	323.1	185.4	equivalog	
TIGR02393	354	343.7	equivalog_domain	
TIGR02394	378.7	339.75	equivalog	
TIGR02395	277.35	158.45	equivalog	
TIGR02396	74.55	46.55	hypoth_equivalog	
TIGR02397	250	149.8	equivalog	2.7.7.7
TIGR02398	569	388.8	equivalog	2.4.1.213
TIGR02399	365.5	140.75	equivalog	3.1.3.69
TIGR02400	564.85	428.7	equivalog	2.4.1.15
TIGR02401	498.65	380.65	equivalog	5.4.99.15
TIGR02402	538.8	226.7	equivalog	3.2.1.141
TIGR02403	799.05	751.9	equivalog	3.2.1.93
TIGR02404	211.95	180.25	equivalog	
TIGR02405	357.35	212.95	equivalog	
TIGR02406	120.6	63.05	equivalog	2.3.1.178
TIGR02407	552.2	407.45	equivalog	2.6.1.76
TIGR02408	336.5	209.45	equivalog	1.-.-.-
TIGR02409	414.75	316.65	equivalog	1.14.11.1
TIGR02410	268.3	232.85	equivalog	1.14.11.8
TIGR02411	761.7	526	equivalog	3.3.2.6 3.4.11.-
TIGR02412	591.2	412.75	equivalog	3.4.11.2
TIGR02413	47.05	22.4	paralog	
TIGR02414	718.2	403.85	equivalog	3.4.11.2
TIGR02415	304.35	242.75	subfamily	1.1.1.-
TIGR02416	991.15	507.7	equivalog	1.2.99.2
TIGR02417	389.55	205.15	subfamily	
TIGR02418	551.1	509.25	equivalog	2.2.1.6
TIGR02419	59.7	46.5	subfamily	
TIGR02420	115.5	53.7	equivalog	
TIGR02421	338.65	158.35	hypoth_equivalog	
TIGR02422	296.4	144.9	equivalog	1.13.11.3
TIGR02423	126.25	123.8	equivalog	1.13.11.3
TIGR02424	303.8	302.4	equivalog	
TIGR02425	155.7	138.1	equivalog	4.1.1.44
TIGR02426	355.75	298.3	equivalog	5.5.1.2
TIGR02427	255.85	179.4	equivalog	3.1.1.24
TIGR02428	243.55	77.05	subfamily	2.8.3.-
TIGR02429	128.5	103.7	subfamily	2.8.3.-
TIGR02430	597	501.6	equivalog	2.3.1.174
TIGR02431	284.75	219.6	subfamily	
TIGR02432	93.6	85.8	equivalog_domain	6.3.4.-
TIGR02433	20.2	18.95	equivalog_domain	6.-.-.-
TIGR02434	195.8	119.45	equivalog	2.1.1.152
TIGR02435	234.8	222.65	equivalog	1.14.13.83
TIGR02436	24	23.3	subfamily	
TIGR02437	933.55	726.7	equivalog	4.2.1.17 5.3.3.8 1.1.1.35 5.1.2.3
TIGR02438	404.4	346.5	equivalog	1.13.11.1
TIGR02439	392	192.45	equivalog	1.13.11.1
TIGR02440	968.45	723	equivalog	4.2.1.17 1.1.1.35 5.1.2.3
TIGR02441	964.65	771.75	equivalog	4.2.1.17 1.1.1.35
TIGR02442	779.45	737.9	hypoth_equivalog	6.6.1.2
TIGR02443	49.45	23.75	hypoth_equivalog	
TIGR02444	48.3	29.75	hypoth_equivalog	
TIGR02445	591	418.2	equivalog	2.3.1.16
TIGR02446	711.55	428.1	equivalog	2.3.1.16
TIGR02447	97.1	39.25	subfamily_domain	
TIGR02448	53.85	26.5	subfamily_domain	
TIGR02449	55.4	28.15	hypoth_equivalog	
TIGR02450	36.85	26.35	hypoth_equivalog	
TIGR02451	124.5	58.2	subfamily	
TIGR02452	50	30	hypoth_equivalog	
TIGR02453	105.4	68.65	subfamily_domain	
TIGR02454	111.8	105.15	equivalog	
TIGR02455	719.4	163.4	equivalog	5.4.99.16
TIGR02456	678.35	376.75	equivalog_domain	5.4.99.16
TIGR02457	375.05	135.95	hypoth_equivalog_domain	
TIGR02458	182.9	104.1	hypoth_equivalog	
TIGR02459	64.4	24.15	hypoth_equivalog	
TIGR02460	351.2	132	equivalog	2.4.1.217
TIGR02461	244.35	176.5	equivalog	3.1.3.70
TIGR02462	544.9	106.55	equivalog	1.1.3.10
TIGR02463	282	184.75	hypoth_equivalog	3.1.3.-
TIGR02464	73.7	47.2	subfamily_domain	
TIGR02465	359.25	257.05	equivalog	
TIGR02466	62.5	42.9	subfamily	
TIGR02467	92.9	84.6	equivalog_domain	2.1.1.132
TIGR02468	1143.95	592.8	equivalog	2.4.1.14
TIGR02469	78.3	67.15	equivalog_domain	2.1.1.132
TIGR02470	810.4	348.6	equivalog	2.4.1.13
TIGR02471	209.75	171	equivalog_domain	
TIGR02472	576	239.8	equivalog_domain	2.4.1.14
TIGR02473	50.45	29.3	equivalog	
TIGR02474	189.8	31.8	equivalog	4.2.2.2
TIGR02475	332.1	255.35	equivalog	
TIGR02476	150	120	equivalog	1.14.99.40
TIGR02477	587.95	197.9	equivalog	2.7.1.90
TIGR02478	708.4	357.3	equivalog	2.7.1.11
TIGR02479	189.6	153.2	subfamily	
TIGR02480	84.05	58.35	equivalog_domain	
TIGR02481	51.75	43.55	domain	
TIGR02482	371.35	359.45	equivalog	2.7.1.11
TIGR02483	430.55	373.85	subfamily	
TIGR02484	246.6	166.2	subfamily_domain	
TIGR02485	372.55	180.55	hypoth_equivalog	
TIGR02486	160.35	132.25	subfamily	1.97.1.-
TIGR02487	326.35	261.75	equivalog	1.17.4.2
TIGR02488	252.75	238.85	equivalog	
TIGR02489	412.85	180.4	equivalog	
TIGR02490	178.5	176.2	equivalog	
TIGR02491	126.1	114.4	equivalog	1.97.1.-
TIGR02492	170.75	121.3	equivalog	
TIGR02493	231.75	203.45	equivalog	1.97.1.4
TIGR02494	174.35	171.4	subfamily	1.97.1.-
TIGR02495	131.15	101.5	equivalog	1.97.-.-
TIGR02497	23.45	21.8	equivalog_domain	
TIGR02498	56.15	32.75	hypoth_equivalog	
TIGR02499	78.7	75.1	equivalog	
TIGR02500	86	56.85	equivalog	
TIGR02501	38.25	32.7	hypoth_equivalog	
TIGR02502	99.2	44.85	equivalog	
TIGR02503	84.55	37.05	equivalog	
TIGR02504	399.95	398.35	equivalog	1.17.4.1
TIGR02505	340.05	154.15	equivalog	1.17.4.2
TIGR02506	341.05	319	equivalog	1.17.4.1
TIGR02507	25	22	equivalog_domain	2.1.1.86
TIGR02508	97.15	48.35	equivalog	
TIGR02509	114	55.25	equivalog	
TIGR02510	602.25	516.7	equivalog	1.17.4.1
TIGR02511	25.9	25.6	equivalog_domain	
TIGR02512	405.95	300.65	subfamily	1.12.-.-
TIGR02513	90.05	89.7	equivalog	
TIGR02514	76.5	35.7	equivalog_domain	
TIGR02515	284.35	202.4	subfamily	
TIGR02516	238.45	198.4	equivalog	
TIGR02517	351.35	231.85	equivalog	
TIGR02518	620.1	552.15	equivalog	1.2.1.10
TIGR02519	250.2	193.3	equivalog	
TIGR02520	287.65	119.1	equivalog	
TIGR02521	154	97.25	equivalog	
TIGR02522	94.45	48.55	subfamily	
TIGR02523	52.2	44.3	equivalog	
TIGR02524	463.3	230.4	equivalog	
TIGR02525	368.3	368.15	equivalog	
TIGR02526	250.3	175.15	hypoth_equivalog	
TIGR02527	99.1	98.85	equivalog	
TIGR02528	138.35	102.15	equivalog	
TIGR02529	152.1	85.8	subfamily	
TIGR02530	83.2	47.75	hypoth_equivalog	
TIGR02531	42.2	41.75	hypoth_equivalog	
TIGR02532	16.3	16.3	domain	
TIGR02533	630.25	594.1	equivalog	
TIGR02534	334.95	276.75	subfamily	5.5.1.-
TIGR02535	446.3	387.1	hypoth_equivalog	
TIGR02536	152.6	54.25	hypoth_equivalog	
TIGR02537	15.3	15.3	domain	
TIGR02538	675.65	625.75	equivalog	
TIGR02539	365.25	214.4	equivalog	2.5.1.73
TIGR02540	207.3	180.7	equivalog	1.11.1.9
TIGR02541	193	139.15	equivalog	
TIGR02542	67	30	domain	
TIGR02543	20.95	17.4	domain	
TIGR02544	161.95	100.05	equivalog	
TIGR02546	604.75	604.05	equivalog	3.6.3.14
TIGR02547	70.05	46.4	equivalog	
TIGR02548	42.55	27.5	equivalog	
TIGR02549	15.1	14.7	domain	
TIGR02550	127.2	123.45	equivalog	
TIGR02551	100.8	79	equivalog	
TIGR02552	104.8	89.4	equivalog	
TIGR02553	219.25	75.9	equivalog	
TIGR02554	188.6	166.7	equivalog	
TIGR02555	118.6	70.15	equivalog	
TIGR02556	156.95	88.55	hypoth_equivalog	
TIGR02557	184.8	173.8	equivalog	
TIGR02558	93.3	54	equivalog	
TIGR02559	134.4	73.85	equivalog	
TIGR02560	167.45	108.6	equivalog	
TIGR02561	123.85	60.8	equivalog	
TIGR02562	565.95	452.4	equivalog	
TIGR02563	36.25	29.3	equivalog	3.1.-.-
TIGR02564	169.4	94.6	equivalog	
TIGR02565	154.1	30.95	equivalog	
TIGR02566	157.55	104.85	equivalog	
TIGR02567	58.2	58	equivalog	
TIGR02568	89.5	51.6	equivalog	
TIGR02569	136.75	75.25	hypoth_equivalog	
TIGR02570	38	35	equivalog_domain	
TIGR02571	219.45	181.45	equivalog	
TIGR02572	139.5	36.7	equivalog	
TIGR02573	90.8	51.4	equivalog	
TIGR02574	31.9	25.7	hypoth_equivalog	
TIGR02577	79.4	66.4	hypoth_equivalog	
TIGR02578	171.65	59.2	hypoth_equivalog	
TIGR02579	55.4	30.15	hypoth_equivalog	
TIGR02580	87	65.4	equivalog	
TIGR02581	108.05	89.4	hypoth_equivalog	
TIGR02582	90	88	equivalog	
TIGR02583	212.6	107.4	exception	
TIGR02584	80.65	20.8	hypoth_equivalog	
TIGR02585	72.75	45.6	exception	
TIGR02586	111.5	58.3	exception	
TIGR02587	183.7	89.8	hypoth_equivalog	
TIGR02588	95	19.2	hypoth_equivalog	
TIGR02589	182.25	142.75	exception	
TIGR02590	171.55	118.65	exception	
TIGR02591	104.05	33.25	hypoth_equivalog_domain	
TIGR02592	97	42.05	exception	
TIGR02593	17.8	15.8	subfamily_domain	
TIGR02594	70.55	49.8	subfamily	
TIGR02595	16	9.55	domain	
TIGR02596	70	63	subfamily	
TIGR02597	50	43	paralog	
TIGR02598	51.4	26.95	subfamily	
TIGR02599	256.5	35.45	subfamily	
TIGR02600	332.3	242.55	subfamily	
TIGR02601	19.85	16.05	repeat	
TIGR02602	105.55	53.7	subfamily	3.4.22.-
TIGR02603	68.15	39.45	domain	
TIGR02604	122.2	105.05	subfamily_domain	
TIGR02605	31.3	29.4	subfamily_domain	
TIGR02606	46.2	33.35	hypoth_equivalog	
TIGR02607	47.7	40	equivalog	
TIGR02608	76.5	67	domain	
TIGR02609	55.9	41.8	hypoth_equivalog	
TIGR02610	40.25	33.25	hypoth_equivalog	
TIGR02611	70.6	43.2	hypoth_equivalog	
TIGR02612	122.6	76.25	hypoth_equivalog	
TIGR02613	124.4	124.25	hypoth_equivalog	
TIGR02614	337.5	314.7	equivalog	
TIGR02615	448.8	420.15	exception	
TIGR02616	23.55	23.35	equivalog	
TIGR02617	825.8	571.05	equivalog	4.1.99.1
TIGR02618	720.7	607.5	equivalog	4.1.99.2
TIGR02619	37.45	26.9	domain	
TIGR02620	46.35	19.7	hypoth_equivalog_domain	
TIGR02621	218.25	66.75	exception	3.6.4.-
TIGR02622	278.45	148.25	equivalog	4.2.1.45
TIGR02623	300.25	143.35	equivalog	2.7.7.33
TIGR02624	400.95	146.2	equivalog	4.1.2.19
TIGR02625	99.6	84.7	equivalog	5.1.3.-
TIGR02627	527.95	490	equivalog	2.7.1.5
TIGR02628	470.9	296.85	equivalog	2.7.1.51
TIGR02629	646.75	416.75	equivalog	5.3.1.-
TIGR02630	533.25	164.1	equivalog	5.3.1.5
TIGR02631	447	150.55	equivalog	5.3.1.5
TIGR02632	567.75	502.35	equivalog	4.1.2.19 1.1.1.1
TIGR02633	723.65	666.3	equivalog	3.6.3.17
TIGR02634	389.55	232.05	equivalog	
TIGR02635	531.35	436.05	hypoth_equivalog	5.3.1.14
TIGR02636	397.65	346.8	equivalog	5.1.3.3
TIGR02637	342.25	279.7	equivalog	
TIGR02638	523.15	479.25	equivalog	1.1.1.77
TIGR02639	993.15	940.3	equivalog	
TIGR02640	266.8	80.85	equivalog	
TIGR02641	18.8	18.65	equivalog_domain	
TIGR02642	101.4	30.8	hypoth_equivalog	
TIGR02643	570.7	471.85	equivalog	2.4.2.4
TIGR02644	409.05	275.15	subfamily	2.4.2.2
TIGR02645	434.6	302.45	hypoth_equivalog	2.4.2.4
TIGR02646	52.15	31.8	hypoth_equivalog	
TIGR02647	44.6	44.1	hypoth_equivalog	
TIGR02648	178.3	57.7	equivalog	
TIGR02649	563.7	416.45	exception	3.1.-.-
TIGR02650	507.05	92.35	equivalog	3.1.26.11
TIGR02651	292.95	147.9	equivalog	3.1.26.11
TIGR02652	99.55	99.2	hypoth_equivalog	
TIGR02653	628.25	278.65	hypoth_equivalog	
TIGR02654	145.3	125.05	equivalog	
TIGR02655	546.25	364.05	equivalog	2.7.11.1
TIGR02656	87.85	60.15	equivalog	
TIGR02657	110.2	61.95	equivalog	
TIGR02658	454.45	90.5	equivalog	1.4.9.1
TIGR02659	196.85	85.8	equivalog	1.4.9.1
TIGR02660	462.9	400.2	equivalog	2.3.3.14
TIGR02661	188.6	52.55	equivalog	
TIGR02662	337.05	175.4	equivalog	3.2.2.24
TIGR02663	112	82.55	equivalog	
TIGR02664	110	54.45	subfamily	
TIGR02665	151.85	125.95	equivalog	2.7.7.77
TIGR02666	284.05	270.95	equivalog	
TIGR02667	222.4	177.5	equivalog	
TIGR02668	325.25	281.4	hypoth_equivalog	
TIGR02669	83.3	37.35	domain	
TIGR02670	201.75	201.4	equivalog	
TIGR02671	156.65	156.05	equivalog	
TIGR02672	248.6	73.05	equivalog	
TIGR02673	264.85	240	equivalog	
TIGR02674	177.3	74.55	hypoth_equivalog	
TIGR02675	21.35	19.05	domain	
TIGR02677	165.85	75.7	hypoth_equivalog	
TIGR02678	124.65	48.75	hypoth_equivalog	
TIGR02679	196	77.75	hypoth_equivalog	
TIGR02680	462.85	462.55	hypoth_equivalog	
TIGR02681	45.95	37.2	subfamily	
TIGR02682	248.95	241.1	hypoth_equivalog	
TIGR02683	62.85	36.3	hypoth_equivalog	
TIGR02684	53.7	37.1	hypoth_equivalog	
TIGR02685	321.7	199.55	equivalog	1.5.1.33
TIGR02686	145.5	34.3	domain	
TIGR02687	270.35	268.35	hypoth_equivalog	
TIGR02688	329.3	113.3	hypoth_equivalog	
TIGR02689	157.6	113.8	equivalog	1.20.4.1
TIGR02690	292.25	138.1	equivalog	
TIGR02691	174.3	112.1	equivalog	1.20.4.- 3.1.3.48
TIGR02692	438.8	402	equivalog	2.7.7.72
TIGR02693	359.05	357.05	equivalog	1.20.9.1
TIGR02694	95.65	61.7	equivalog	1.20.9.1
TIGR02695	105.1	58.65	equivalog	
TIGR02696	1106.75	892.55	exception	2.7.-.- 2.7.7.8
TIGR02697	27.55	27.3	domain	
TIGR02698	121.95	112.15	equivalog	
TIGR02699	192.45	184.25	hypoth_equivalog	
TIGR02700	251.35	154.85	hypoth_equivalog	
TIGR02701	241.05	235.3	equivalog	4.2.1.1
TIGR02702	178.8	141.35	equivalog	
TIGR02703	131.8	108.1	equivalog	
TIGR02704	88.9	88.7	equivalog	
TIGR02705	154.4	59.9	equivalog	3.6.1.-
TIGR02706	410.5	339.4	equivalog	2.3.1.19
TIGR02707	289.1	129.35	equivalog	2.7.2.7
TIGR02708	645.5	435.5	equivalog	1.1.3.-
TIGR02709	475.15	271.4	equivalog	2.3.1.-
TIGR02710	83.9	78.35	hypoth_equivalog	
TIGR02711	1099.25	893.3	equivalog	
TIGR02712	1303.85	655.9	equivalog	6.3.4.6
TIGR02713	511.05	274.55	equivalog	3.5.1.54
TIGR02714	153.1	81.05	subfamily	3.5.2.-
TIGR02715	425.75	371.7	subfamily	3.-.-.-
TIGR02716	276.1	275.9	equivalog	2.1.1.-
TIGR02717	567.15	463	equivalog_domain	6.2.1.13
TIGR02718	356.15	217.8	subfamily	
TIGR02719	139.35	66.35	equivalog	
TIGR02720	637.85	455.9	equivalog	1.2.3.3
TIGR02721	299.45	98.95	equivalog	2.7.1.89
TIGR02722	110.55	76.85	hypoth_equivalog	
TIGR02723	564.6	244.3	equivalog	4.1.1.-
TIGR02724	468.95	386.3	equivalog	
TIGR02725	135.55	56.45	equivalog	
TIGR02726	281.95	178.85	equivalog	
TIGR02727	84.9	50.25	equivalog	6.3.3.2
TIGR02728	88.95	41.75	equivalog	
TIGR02729	280.25	111	equivalog	
TIGR02730	586.9	296.4	equivalog	5.-.-.-
TIGR02731	569.4	357.05	equivalog	1.14.99.-
TIGR02732	622.15	344.15	equivalog	1.3.5.6
TIGR02733	549.7	214.2	equivalog	1.3.99.-
TIGR02734	238.1	165.95	subfamily	1.14.99.-
TIGR02735	394.2	265.4	equivalog	6.3.2.6
TIGR02736	61.55	32.4	equivalog	1.9.3.1
TIGR02737	279.35	92.6	equivalog	
TIGR02738	132	102.8	equivalog	
TIGR02739	204.6	183.65	equivalog	
TIGR02740	232.25	183.85	hypoth_equivalog	
TIGR02741	111.6	43.4	equivalog	
TIGR02742	66.45	39.45	equivalog	
TIGR02743	174.75	113.15	equivalog	
TIGR02744	83.65	54.2	equivalog	
TIGR02745	316.7	171.7	equivalog	
TIGR02746	567.05	286.55	equivalog	
TIGR02747	44.75	37.25	equivalog	
TIGR02748	456.55	292.3	equivalog	2.5.1.30
TIGR02749	383.2	328.3	equivalog	2.5.1.-
TIGR02750	422.45	247.45	equivalog	
TIGR02751	146.05	145.2	equivalog	4.1.1.31
TIGR02752	419.85	409.3	equivalog	2.1.1.163
TIGR02753	90	50.9	equivalog	1.15.1.1
TIGR02754	63.25	55.1	equivalog	3.4.21.-
TIGR02755	149.35	104.7	equivalog	2.3.1.-
TIGR02756	124	63.05	equivalog	
TIGR02757	139.2	60.1	hypoth_equivalog	
TIGR02758	76.55	39.7	equivalog	
TIGR02759	521.35	327.8	equivalog	
TIGR02760	929.85	664.4	equivalog	3.6.4.12
TIGR02761	109.05	62.8	equivalog	
TIGR02762	30.95	28.95	equivalog	
TIGR02763	104.95	41.4	equivalog	
TIGR02764	237.4	195.15	equivalog	
TIGR02765	317.05	267.5	subfamily	
TIGR02766	603.85	596.6	subfamily	
TIGR02767	686.2	543.8	equivalog	
TIGR02768	590.45	348.55	equivalog	
TIGR02769	332.55	303.55	equivalog	3.6.3.24
TIGR02770	318.7	304.1	equivalog	
TIGR02771	100.25	65.35	equivalog	
TIGR02772	204.3	89.95	equivalog	
TIGR02773	903.7	453.5	equivalog	3.1.-.- 3.6.4.12
TIGR02774	718.35	523.55	equivalog	
TIGR02775	180.85	99.65	equivalog	
TIGR02776	373.2	221.1	equivalog	
TIGR02777	144	65.7	equivalog_domain	
TIGR02778	214.7	122.65	equivalog_domain	
TIGR02779	227.75	206.4	equivalog_domain	6.5.1.1
TIGR02780	100.55	26.9	equivalog	
TIGR02781	217.7	130.25	equivalog	
TIGR02782	304.55	248.8	equivalog	
TIGR02783	128.85	70.35	equivalog	
TIGR02784	860.75	357.85	equivalog	
TIGR02785	707.65	379.8	equivalog	3.1.-.- 3.6.4.12
TIGR02786	486.5	458.4	equivalog	
TIGR02787	267.2	133.85	equivalog	
TIGR02788	249.95	241.25	equivalog	
TIGR02789	447	342.95	equivalog	3.6.3.24
TIGR02790	358.45	348.25	equivalog	3.6.3.24
TIGR02791	132.25	114.65	equivalog	
TIGR02792	108.6	43.75	equivalog	1.13.11.8
TIGR02793	175.45	71.75	equivalog	
TIGR02794	59.45	48.35	equivalog	
TIGR02795	90.1	77.1	equivalog	
TIGR02796	221	201.15	equivalog	
TIGR02797	206.2	194.55	equivalog	
TIGR02798	304.5	215.55	equivalog	4.1.-.- 4.1.1.3
TIGR02799	141.35	88.85	equivalog	3.1.2.-
TIGR02800	343.15	143.7	equivalog	
TIGR02801	127.3	121.75	equivalog	
TIGR02802	125.35	111.55	equivalog	
TIGR02803	152.95	130.8	equivalog	
TIGR02804	123.45	86.35	equivalog	
TIGR02805	135.35	86.45	equivalog	
TIGR02806	436.25	60.25	equivalog	3.4.22.8
TIGR02807	98.85	53.75	equivalog	
TIGR02808	40	38	hypoth_equivalog	
TIGR02809	65.85	29.6	equivalog	
TIGR02810	568.8	191.6	equivalog	4.1.2.40
TIGR02811	48.45	30.8	hypoth_equivalog	
TIGR02812	249.2	85.4	equivalog	
TIGR02813	1010.1	671.05	subfamily	
TIGR02814	449.25	147.65	subfamily_domain	
TIGR02815	529.2	328.05	subfamily	
TIGR02816	144.3	55.5	subfamily	
TIGR02817	284.05	222.75	subfamily	
TIGR02818	543.95	509.55	equivalog	1.1.1.284 1.1.1.1
TIGR02819	636.95	425.15	equivalog	1.2.1.46
TIGR02820	234.55	135.65	equivalog	4.4.1.22
TIGR02821	281.7	131.95	equivalog	3.1.2.12
TIGR02822	283.5	229.4	subfamily	1.-.-.-
TIGR02823	297.25	146.9	subfamily	
TIGR02824	296.8	293.7	subfamily	
TIGR02825	579.85	314.35	equivalog	1.3.1.74 1.3.1.48
TIGR02826	151.7	77.35	equivalog	1.97.1.-
TIGR02827	568.3	197.75	equivalog	1.17.4.2
TIGR02828	154.4	50.3	hypoth_equivalog_domain	
TIGR02829	247.45	75.4	equivalog	
TIGR02830	147.7	28.55	equivalog	
TIGR02831	100.2	65.9	equivalog	
TIGR02832	111.9	72.4	equivalog	
TIGR02833	146.5	30.05	equivalog	
TIGR02834	206.95	71.6	equivalog	
TIGR02835	348.6	306.75	equivalog	
TIGR02836	459.9	190.65	equivalog	
TIGR02837	151.9	64.15	equivalog	
TIGR02838	164	70.3	equivalog	
TIGR02839	131.1	86.05	equivalog	
TIGR02840	149.6	71.2	equivalog	
TIGR02841	84.9	34.35	equivalog	
TIGR02842	223.75	214	equivalog	1.10.3.-
TIGR02843	1020.35	910.3	equivalog	1.10.3.-
TIGR02844	111.5	66.7	equivalog	
TIGR02845	411.8	123.9	equivalog	
TIGR02846	298.65	278.75	equivalog	
TIGR02847	81.45	64.95	equivalog	1.10.3.-
TIGR02848	56.65	37.6	equivalog	
TIGR02849	85.6	38.5	equivalog	
TIGR02850	457	324.75	equivalog	
TIGR02851	235.9	71.65	equivalog	
TIGR02852	229	102.2	equivalog	
TIGR02853	319.65	98.7	equivalog	
TIGR02854	209.55	74.5	equivalog	3.4.23.-
TIGR02855	270.4	100.2	equivalog	
TIGR02856	77.8	29.7	equivalog	
TIGR02857	435	435	equivalog	
TIGR02858	281.3	77.85	equivalog	
TIGR02859	294.8	82.5	equivalog	
TIGR02860	305.25	148.7	equivalog	3.4.21.116
TIGR02861	47.9	29.35	subfamily	
TIGR02862	53.35	34	subfamily	
TIGR02863	37.85	17.45	equivalog	
TIGR02864	30.55	30.05	equivalog	
TIGR02865	490.8	201.15	equivalog	3.1.3.16
TIGR02866	147.7	144.3	equivalog	1.9.3.1
TIGR02867	123.15	43.65	subfamily	
TIGR02868	329.05	324.7	equivalog	
TIGR02869	236.5	197.25	equivalog	
TIGR02870	234.75	228.7	equivalog	
TIGR02871	304.65	138.2	equivalog	
TIGR02872	198.15	147.55	equivalog	
TIGR02873	391.5	199.95	hypoth_equivalog	
TIGR02874	116.3	79.75	equivalog	
TIGR02875	200	180	equivalog	
TIGR02876	256.7	94.6	equivalog	
TIGR02877	467.95	282.9	equivalog	
TIGR02878	229.15	39.7	equivalog	
TIGR02880	459.25	275.25	equivalog	
TIGR02881	422.95	325.3	equivalog	
TIGR02882	1015.5	954.7	equivalog	1.10.3.-
TIGR02883	221.55	142.1	equivalog	3.5.1.28
TIGR02884	298	164.95	equivalog	3.5.-.-
TIGR02885	321.45	317.6	equivalog	
TIGR02886	114.75	77.05	equivalog	
TIGR02887	163.25	119.15	subfamily	
TIGR02888	44.2	43	subfamily	
TIGR02889	303.55	73.45	equivalog	
TIGR02890	134.4	128.8	subfamily	
TIGR02891	670.75	617.4	equivalog	1.9.3.1
TIGR02892	75.4	46.15	equivalog	
TIGR02893	78.05	45.7	equivalog	
TIGR02894	126.45	34.4	subfamily	
TIGR02895	185	81.55	equivalog	
TIGR02896	61.3	39.2	equivalog	
TIGR02897	239.9	228.6	equivalog	1.10.3.-
TIGR02898	99.75	52.7	subfamily	
TIGR02899	67.85	58.9	subfamily_domain	
TIGR02900	372.3	255.35	equivalog	
TIGR02901	85.6	61.9	equivalog	1.10.3.-
TIGR02902	723.3	595.1	equivalog	3.4.21.-
TIGR02903	678.8	583.3	equivalog	3.4.21.-
TIGR02904	263.55	122.45	equivalog	
TIGR02905	215.05	79.55	equivalog	
TIGR02906	172.7	105.3	subfamily	
TIGR02907	169.85	34.95	equivalog	
TIGR02908	117.85	117.7	equivalog	1.9.3.1
TIGR02909	171	143.8	subfamily_domain	
